player,nationality,position,squad,age,birth_year,games_gk,games_starts_gk,minutes_gk,goals_against_gk,goals_against_per90_gk,shots_on_target_against,saves,save_pct,wins_gk,draws_gk,losses_gk,clean_sheets,clean_sheets_pct,pens_att_gk,pens_allowed,pens_saved,pens_missed_gk,minutes_90s_gk,free_kick_goals_against_gk,corner_kick_goals_against_gk,own_goals_against_gk,psxg_gk,psnpxg_per_shot_on_target_against,psxg_net_gk,psxg_net_per90_gk,passes_completed_launched_gk,passes_launched_gk,passes_pct_launched_gk,passes_gk,passes_throws_gk,pct_passes_launched_gk,passes_length_avg_gk,goal_kicks,pct_goal_kicks_launched,goal_kick_length_avg,crosses_gk,crosses_stopped_gk,crosses_stopped_pct_gk,def_actions_outside_pen_area_gk,def_actions_outside_pen_area_per90_gk,avg_distance_def_actions_gk,Season,team_name,league_name,league_country,player_lower,firstname_lower,lastname_lower,firstinitial_lower,league_country_lower,nationality_code,nationality_cleaned,position_grouped
Martin Dúbravka,sk SVK,GK,Newcastle Utd,30,1989,38.0,38.0,3420.0,58.0,1.53,190.0,134.0,0.705,11.0,11.0,16.0,11.0,28.9,2.0,2.0,0.0,0.0,38.0,2.0,11.0,2.0,66.0,0.34,10.0,0.26,295.0,778.0,37.9,756.0,121.0,63.6,48.4,337.0,88.1,64.4,384.0,20.0,5.2,14.0,0.37,12.3,19/20,Newcastle Utd,Premier League,England,martin dubravka,martin,dubravka,m,england,SVK,Slovakia,Goalkeeper
Ederson,br BRA,GK,Manchester City,25,1993,35.0,35.0,3071.0,28.0,0.82,92.0,65.0,0.728,24.0,3.0,8.0,16.0,45.7,3.0,3.0,0.0,0.0,34.1,1.0,4.0,1.0,29.5,0.3,2.5,0.07,127.0,248.0,51.2,924.0,161.0,21.9,29.7,139.0,33.1,35.0,172.0,12.0,7.0,38.0,1.11,17.6,19/20,Manchester City,Premier League,England,ederson,ederson,ederson,e,england,BRA,Brazil,Goalkeeper
Aarón Escandell,es ESP,GK,Granada,23,1995,3.0,3.0,270.0,3.0,1.0,13.0,10.0,0.769,1.0,0.0,2.0,1.0,33.3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.6,0.2,-0.4,-0.14,30.0,81.0,37.0,103.0,21.0,64.1,48.8,25.0,60.0,50.6,30.0,2.0,6.7,3.0,1.0,13.6,19/20,Granada,La Liga,Spain,aaron escandell,aaron,escandell,a,spain,ESP,Spain,Goalkeeper
Łukasz Fabiański,pl POL,GK,West Ham,34,1985,25.0,25.0,2117.0,34.0,1.45,98.0,69.0,0.684,8.0,7.0,10.0,5.0,20.0,4.0,3.0,1.0,0.0,23.5,1.0,2.0,2.0,30.3,0.28,-1.7,-0.07,220.0,506.0,43.5,478.0,90.0,68.8,49.8,194.0,91.2,63.9,239.0,10.0,4.2,5.0,0.21,11.5,19/20,West Ham,Premier League,England,ukasz fabianski,ukasz,fabianski,u,england,POL,Poland,Goalkeeper
Fabricio,es ESP,GK,Mallorca,31,1987,2.0,2.0,90.0,3.0,3.0,5.0,3.0,0.8,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.7,0.15,-1.3,-1.31,8.0,17.0,47.1,24.0,6.0,50.0,41.0,9.0,55.6,47.3,5.0,0.0,0.0,1.0,1.0,15.3,19/20,,,,fabricio,fabricio,fabricio,f,,ESP,Spain,Goalkeeper
Ralf Fährmann,de GER,GK,Norwich City,30,1988,1.0,1.0,21.0,1.0,4.29,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2,0.0,0.0,0.0,1.1,0.08,0.1,0.29,1.0,3.0,33.3,7.0,2.0,42.9,29.9,3.0,0.0,15.3,4.0,0.0,0.0,0.0,0.0,7.0,19/20,,,,ralf fahrmann,ralf,fahrmann,r,,GER,Germany,Goalkeeper
Wladimiro Falcone,it ITA,GK,Sampdoria,24,1995,2.0,2.0,180.0,5.0,2.5,13.0,8.0,0.6920000000000001,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,5.5,0.36,0.5,0.23,8.0,29.0,27.6,43.0,11.0,39.5,32.6,18.0,66.7,47.9,15.0,0.0,0.0,1.0,0.5,13.8,19/20,Sampdoria,Serie A,Italy,wladimiro falcone,wladimiro,falcone,w,italy,ITA,Italy,Goalkeeper
Aitor Fernández,es ESP,GK,Levante,28,1991,36.0,36.0,3240.0,51.0,1.42,201.0,152.0,0.7609999999999999,12.0,7.0,17.0,5.0,13.9,6.0,3.0,3.0,0.0,36.0,1.0,8.0,2.0,57.2,0.27,8.2,0.23,204.0,553.0,36.9,781.0,186.0,50.1,41.7,337.0,48.1,41.4,382.0,25.0,6.5,29.0,0.81,14.0,19/20,Levante,La Liga,Spain,aitor fernandez,aitor,fernandez,a,spain,ESP,Spain,Goalkeeper
Andrés Fernández,es ESP,GK,Villarreal,32,1986,4.0,4.0,360.0,8.0,2.0,17.0,13.0,0.706,1.0,2.0,1.0,1.0,25.0,3.0,3.0,0.0,0.0,4.0,0.0,2.0,1.0,6.8,0.26,-0.2,-0.04,23.0,55.0,41.8,108.0,15.0,31.5,30.9,44.0,47.7,40.6,46.0,2.0,4.3,1.0,0.25,11.9,19/20,Villarreal,La Liga,Spain,andres fernandez,andres,fernandez,a,spain,ESP,Spain,Goalkeeper
Mark Flekken,nl NED,GK,Freiburg,26,1993,10.0,10.0,900.0,14.0,1.4,70.0,54.0,0.8,4.0,3.0,3.0,3.0,30.0,1.0,0.0,0.0,1.0,10.0,0.0,1.0,0.0,16.4,0.23,2.4,0.24,82.0,206.0,39.8,324.0,41.0,43.8,40.1,111.0,57.7,51.5,93.0,3.0,3.2,2.0,0.2,12.5,19/20,Freiburg,Bundesliga,Germany,mark flekken,mark,flekken,m,germany,NED,Netherlands,Goalkeeper
Ben Foster,eng ENG,GK,Watford,36,1983,38.0,38.0,3420.0,64.0,1.68,166.0,109.0,0.6629999999999999,8.0,10.0,20.0,9.0,23.7,9.0,8.0,1.0,0.0,38.0,3.0,7.0,3.0,58.3,0.31,-2.7,-0.07,322.0,975.0,33.0,909.0,122.0,77.4,54.3,292.0,92.8,67.6,367.0,37.0,10.1,44.0,1.16,15.6,19/20,Watford,Premier League,England,ben foster,ben,foster,b,england,ENG,England,Goalkeeper
Daniel Fuzato,br BRA,GK,Roma,22,1997,1.0,1.0,90.0,1.0,1.0,2.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9,0.43,-0.1,-0.14,4.0,16.0,25.0,34.0,4.0,35.3,35.0,10.0,40.0,36.2,8.0,1.0,12.5,0.0,0.0,10.2,19/20,Roma,Serie A,Italy,daniel fuzato,daniel,fuzato,d,italy,BRA,Brazil,Goalkeeper
Gabriel,br BRA,GK,Lecce,26,1992,34.0,34.0,2997.0,76.0,2.28,217.0,153.0,0.696,6.0,8.0,20.0,2.0,5.9,12.0,10.0,2.0,0.0,33.3,1.0,12.0,3.0,81.2,0.34,8.2,0.25,147.0,354.0,41.5,653.0,194.0,36.1,34.9,326.0,36.2,31.8,382.0,21.0,5.5,12.0,0.36,13.6,19/20,,,,gabriel,gabriel,gabriel,g,,BRA,Brazil,Goalkeeper
Paulo Gazzaniga,ar ARG,GK,Tottenham,27,1992,18.0,17.0,1613.0,26.0,1.45,79.0,56.0,0.7090000000000001,5.0,5.0,7.0,2.0,11.8,4.0,3.0,1.0,0.0,17.9,1.0,2.0,1.0,25.4,0.29,0.4,0.02,81.0,273.0,29.7,376.0,58.0,45.7,38.9,140.0,72.1,58.0,168.0,9.0,5.4,12.0,0.67,14.2,19/20,Tottenham,Premier League,England,paulo gazzaniga,paulo,gazzaniga,p,england,ARG,Argentina,Goalkeeper
David de Gea,es ESP,GK,Manchester Utd,28,1990,38.0,38.0,3420.0,36.0,0.95,125.0,92.0,0.736,18.0,12.0,8.0,13.0,34.2,3.0,3.0,0.0,0.0,38.0,1.0,8.0,1.0,37.1,0.28,2.1,0.05,120.0,311.0,38.6,669.0,148.0,33.8,34.3,265.0,32.1,33.9,285.0,15.0,5.3,11.0,0.29,13.3,19/20,Manchester Utd,Premier League,England,david de gea,david,gea,d,england,ESP,Spain,Goalkeeper
Rafał Gikiewicz,pl POL,GK,Union Berlin,31,1987,33.0,33.0,2970.0,54.0,1.64,160.0,109.0,0.6809999999999999,12.0,5.0,16.0,8.0,24.2,4.0,3.0,1.0,0.0,33.0,0.0,9.0,1.0,51.0,0.3,-2.0,-0.06,412.0,890.0,46.3,1087.0,124.0,61.5,47.4,269.0,82.2,60.7,295.0,28.0,9.5,23.0,0.7,15.3,19/20,Union Berlin,Bundesliga,Germany,rafa gikiewicz,rafa,gikiewicz,r,germany,POL,Poland,Goalkeeper
Mauro Goicoechea,uy URU,GK,Toulouse,31,1988,2.0,2.0,180.0,5.0,2.5,13.0,8.0,0.615,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.4,0.34,-0.6,-0.32,21.0,48.0,43.8,44.0,4.0,70.5,46.4,20.0,85.0,51.8,14.0,0.0,0.0,1.0,0.5,17.4,19/20,Toulouse,Ligue 1,France,mauro goicoechea,mauro,goicoechea,m,france,URU,Uruguay,Goalkeeper
Pierluigi Gollini,it ITA,GK,Atalanta,24,1995,33.0,33.0,2884.0,42.0,1.31,113.0,78.0,0.6809999999999999,19.0,9.0,5.0,8.0,24.2,6.0,6.0,0.0,0.0,32.0,2.0,4.0,3.0,34.7,0.27,-4.3,-0.14,188.0,422.0,44.5,758.0,171.0,37.1,37.0,210.0,67.1,52.5,207.0,15.0,7.2,37.0,1.15,15.7,19/20,Atalanta,Serie A,Italy,pierluigi gollini,pierluigi,gollini,p,italy,ITA,Italy,Goalkeeper
Alfred Gomis,sn SEN,GK,Dijon,25,1993,19.0,19.0,1620.0,20.0,1.11,83.0,65.0,0.7709999999999999,6.0,7.0,6.0,6.0,31.6,1.0,1.0,0.0,0.0,18.0,2.0,2.0,1.0,22.4,0.26,3.4,0.19,169.0,377.0,44.8,563.0,112.0,47.4,39.8,168.0,65.5,48.2,191.0,27.0,14.1,5.0,0.28,12.9,19/20,Dijon,Ligue 1,France,alfred gomis,alfred,gomis,a,france,SEN,Senegal,Goalkeeper
Vicente Guaita,es ESP,GK,Crystal Palace,32,1987,35.0,35.0,3150.0,42.0,1.2,147.0,106.0,0.7140000000000001,11.0,9.0,15.0,10.0,28.6,1.0,0.0,0.0,1.0,35.0,0.0,5.0,2.0,46.8,0.33,6.8,0.19,225.0,674.0,33.4,780.0,163.0,57.4,44.3,273.0,82.8,61.9,331.0,30.0,9.1,16.0,0.46,13.0,19/20,Crystal Palace,Premier League,England,vicente guaita,vicente,guaita,v,england,ESP,Spain,Goalkeeper
Péter Gulácsi,hu HUN,GK,RB Leipzig,29,1990,32.0,32.0,2880.0,34.0,1.06,117.0,82.0,0.726,16.0,12.0,4.0,10.0,31.3,2.0,2.0,0.0,0.0,32.0,0.0,8.0,0.0,37.6,0.31,3.6,0.11,165.0,398.0,41.5,1042.0,183.0,30.5,33.1,226.0,35.4,35.2,243.0,19.0,7.8,48.0,1.5,17.2,19/20,RB Leipzig,Bundesliga,Germany,peter gulacsi,peter,gulacsi,p,germany,HUN,Hungary,Goalkeeper
Angus Gunn,eng ENG,GK,Southampton,23,1996,10.0,10.0,900.0,25.0,2.5,53.0,30.0,0.5660000000000001,2.0,2.0,6.0,2.0,20.0,2.0,2.0,0.0,0.0,10.0,1.0,1.0,0.0,18.1,0.31,-6.9,-0.69,46.0,190.0,24.2,177.0,24.0,68.9,50.4,79.0,86.1,60.4,81.0,6.0,7.4,8.0,0.8,16.4,19/20,Southampton,Premier League,England,angus gunn,angus,gunn,a,england,ENG,England,Goalkeeper
Régis Gurtner,fr FRA,GK,Amiens,32,1986,28.0,28.0,2520.0,50.0,1.79,140.0,92.0,0.65,4.0,11.0,13.0,5.0,17.9,1.0,1.0,0.0,0.0,28.0,1.0,13.0,1.0,41.1,0.29,-7.9,-0.28,231.0,521.0,44.3,567.0,95.0,55.7,43.6,254.0,80.7,55.4,269.0,15.0,5.6,11.0,0.39,13.7,19/20,Amiens,Ligue 1,France,regis gurtner,regis,gurtner,r,france,FRA,France,Goalkeeper
Samir Handanović,si SVN,GK,Inter,35,1984,35.0,35.0,3150.0,32.0,0.91,108.0,79.0,0.722,22.0,10.0,3.0,13.0,37.1,3.0,2.0,1.0,0.0,35.0,0.0,4.0,1.0,32.5,0.28,1.5,0.04,148.0,284.0,52.1,850.0,187.0,24.2,29.4,264.0,29.5,30.3,333.0,21.0,6.3,12.0,0.34,12.0,19/20,Inter,Serie A,Italy,samir handanovic,samir,handanovic,s,italy,SVN,Slovenia,Goalkeeper
Tom Heaton,eng ENG,GK,Aston Villa,33,1986,20.0,20.0,1794.0,35.0,1.76,99.0,67.0,0.677,6.0,3.0,11.0,4.0,20.0,3.0,3.0,0.0,0.0,19.9,1.0,7.0,1.0,32.6,0.31,-1.4,-0.07,129.0,384.0,33.6,418.0,95.0,57.7,45.9,196.0,73.0,56.5,225.0,17.0,7.6,8.0,0.4,11.7,19/20,Aston Villa,Premier League,England,tom heaton,tom,heaton,t,england,ENG,England,Goalkeeper
Dean Henderson,eng ENG,GK,Sheffield Utd,22,1997,36.0,36.0,3240.0,33.0,0.92,129.0,97.0,0.752,14.0,11.0,11.0,13.0,36.1,3.0,1.0,1.0,1.0,36.0,0.0,2.0,0.0,38.2,0.3,5.2,0.14,252.0,853.0,29.5,777.0,99.0,77.7,58.7,258.0,96.5,75.7,291.0,23.0,7.9,17.0,0.47,13.8,19/20,Sheffield Utd,Premier League,England,dean henderson,dean,henderson,d,england,ENG,England,Goalkeeper
Wayne Hennessey,wal WAL,GK,Crystal Palace,32,1987,3.0,3.0,270.0,8.0,2.67,22.0,14.0,0.636,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,8.8,0.4,0.8,0.28,31.0,88.0,35.2,64.0,6.0,82.8,56.2,39.0,89.7,67.2,35.0,3.0,8.6,1.0,0.33,14.7,19/20,Crystal Palace,Premier League,England,wayne hennessey,wayne,hennessey,w,england,WAL,Wales,Goalkeeper
Sergio Herrera,es ESP,GK,Osasuna,26,1993,19.0,18.0,1655.0,27.0,1.47,79.0,52.0,0.6709999999999999,7.0,3.0,8.0,7.0,38.9,1.0,1.0,0.0,0.0,18.4,2.0,4.0,0.0,27.6,0.34,0.6,0.03,175.0,482.0,36.3,464.0,72.0,74.6,52.9,148.0,91.9,64.4,156.0,16.0,10.3,21.0,1.14,15.9,19/20,Osasuna,La Liga,Spain,sergio herrera,sergio,herrera,s,spain,ESP,Spain,Goalkeeper
Iago Herrerín,es ESP,GK,Athletic Club,31,1988,5.0,4.0,425.0,9.0,1.91,18.0,9.0,0.5,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,1.0,1.0,0.0,6.3,0.36,-2.7,-0.57,44.0,110.0,40.0,139.0,28.0,61.9,46.4,30.0,80.0,58.3,41.0,6.0,14.6,0.0,0.0,10.5,19/20,Athletic Club,La Liga,Spain,iago herrerin,iago,herrerin,i,spain,ESP,Spain,Goalkeeper
Marwin Hitz,ch SUI,GK,Dortmund,31,1987,4.0,3.0,290.0,1.0,0.31,7.0,6.0,0.857,2.0,1.0,0.0,3.0,100.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,2.7,0.39,1.7,0.53,9.0,24.0,37.5,75.0,14.0,20.0,31.0,25.0,36.0,39.9,21.0,2.0,9.5,4.0,1.24,17.5,19/20,Dortmund,Bundesliga,Germany,marwin hitz,marwin,hitz,m,germany,SUI,Switzerland,Goalkeeper
Timo Horn,de GER,GK,Köln,26,1993,34.0,34.0,3060.0,69.0,2.03,152.0,87.0,0.5720000000000001,10.0,6.0,18.0,6.0,17.6,6.0,4.0,2.0,0.0,34.0,1.0,11.0,2.0,53.1,0.32,-13.9,-0.41,311.0,630.0,49.4,892.0,99.0,53.9,42.2,298.0,50.0,40.7,270.0,18.0,6.7,14.0,0.41,14.1,19/20,Köln,Bundesliga,Germany,timo horn,timo,horn,t,germany,GER,Germany,Goalkeeper
Lukáš Hrádecký,fi FIN,GK,Leverkusen,29,1989,34.0,34.0,3060.0,44.0,1.29,137.0,92.0,0.693,19.0,6.0,9.0,10.0,29.4,2.0,2.0,0.0,0.0,34.0,1.0,6.0,0.0,48.7,0.35,4.7,0.14,261.0,604.0,43.2,1362.0,205.0,37.0,35.7,234.0,42.7,38.9,218.0,21.0,9.6,29.0,0.85,15.8,19/20,Leverkusen,Bundesliga,Germany,lukas hradecky,lukas,hradecky,l,germany,FIN,Finland,Goalkeeper
Jannik Huth,de GER,GK,Paderborn 07,25,1994,6.0,6.0,540.0,17.0,2.83,32.0,16.0,0.5,0.0,1.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,1.0,0.0,11.7,0.34,-5.3,-0.88,34.0,83.0,41.0,205.0,37.0,33.7,34.0,49.0,28.6,33.4,43.0,4.0,9.3,4.0,0.67,15.9,19/20,,,,jannik huth,jannik,huth,j,,GER,Germany,Goalkeeper
Rune Jarstein,no NOR,GK,Hertha BSC,34,1984,29.0,29.0,2547.0,46.0,1.63,131.0,94.0,0.7020000000000001,11.0,5.0,13.0,9.0,31.0,7.0,7.0,0.0,0.0,28.3,3.0,6.0,2.0,38.8,0.25,-5.2,-0.18,290.0,620.0,46.8,786.0,122.0,57.6,43.1,221.0,75.6,53.5,281.0,27.0,9.6,16.0,0.57,12.9,19/20,Hertha BSC,Bundesliga,Germany,rune jarstein,rune,jarstein,r,germany,NOR,Norway,Goalkeeper
Jesse Joronen,fi FIN,GK,Brescia,26,1993,29.0,29.0,2610.0,59.0,2.03,172.0,123.0,0.7090000000000001,5.0,6.0,18.0,5.0,17.2,10.0,9.0,1.0,0.0,29.0,0.0,9.0,3.0,61.1,0.31,5.1,0.17,162.0,423.0,38.3,573.0,160.0,49.7,41.5,276.0,50.0,42.0,356.0,27.0,7.6,10.0,0.34,13.0,19/20,,,,jesse joronen,jesse,joronen,j,,FIN,Finland,Goalkeeper
Lovre Kalinić,hr CRO,GK,Toulouse,29,1990,4.0,4.0,306.0,4.0,1.18,15.0,11.0,0.733,0.0,1.0,3.0,1.0,25.0,0.0,0.0,0.0,0.0,3.4,0.0,1.0,0.0,2.9,0.21,-1.1,-0.31,25.0,86.0,29.1,81.0,13.0,64.2,48.3,38.0,89.5,61.1,46.0,8.0,17.4,2.0,0.59,16.8,19/20,Toulouse,Ligue 1,France,lovre kalinic,lovre,kalinic,l,france,CRO,Croatia,Goalkeeper
Stefanos Kapino,gr GRE,GK,Werder Bremen,25,1994,1.0,1.0,90.0,2.0,2.0,5.0,3.0,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.4,0.29,-0.6,-0.57,9.0,18.0,50.0,25.0,8.0,48.0,40.0,9.0,66.7,45.6,19.0,0.0,0.0,1.0,1.0,13.4,19/20,Werder Bremen,Bundesliga,Germany,stefanos kapino,stefanos,kapino,s,germany,GRE,Greece,Goalkeeper
Florian Kastenmeier,de GER,GK,Düsseldorf,22,1997,17.0,17.0,1530.0,31.0,1.82,76.0,50.0,0.618,2.0,9.0,6.0,2.0,11.8,3.0,2.0,1.0,0.0,17.0,0.0,3.0,3.0,24.4,0.3,-3.6,-0.21,140.0,330.0,42.4,519.0,56.0,51.1,42.5,111.0,58.6,48.3,105.0,4.0,3.8,14.0,0.82,15.5,19/20,Düsseldorf,Bundesliga,Germany,florian kastenmeier,florian,kastenmeier,f,germany,GER,Germany,Goalkeeper
Tomáš Koubek,cz CZE,GK,Augsburg,26,1992,24.0,24.0,2160.0,51.0,2.12,122.0,72.0,0.5820000000000001,6.0,6.0,12.0,4.0,16.7,1.0,0.0,1.0,0.0,24.0,0.0,4.0,2.0,45.0,0.37,-4.0,-0.17,162.0,494.0,32.8,628.0,103.0,54.1,45.2,212.0,72.6,57.3,230.0,15.0,6.5,23.0,0.96,15.5,19/20,Augsburg,Bundesliga,Germany,tomas koubek,tomas,koubek,t,germany,CZE,Czech Republic,Goalkeeper
Thomas Kraft,de GER,GK,Hertha BSC,31,1988,4.0,4.0,360.0,9.0,2.25,20.0,11.0,0.55,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,7.1,0.35,-1.9,-0.48,38.0,88.0,43.2,96.0,15.0,64.6,45.4,33.0,78.8,55.3,44.0,2.0,4.5,4.0,1.0,17.2,19/20,Hertha BSC,Bundesliga,Germany,thomas kraft,thomas,kraft,t,germany,GER,Germany,Goalkeeper
Tim Krul,nl NED,GK,Norwich City,31,1988,36.0,36.0,3240.0,68.0,1.89,189.0,123.0,0.6559999999999999,5.0,6.0,25.0,5.0,13.9,5.0,3.0,2.0,0.0,36.0,1.0,13.0,3.0,65.0,0.32,0.0,0.0,261.0,733.0,35.6,1217.0,178.0,45.1,39.8,333.0,55.3,45.1,383.0,28.0,7.3,17.0,0.47,14.0,19/20,,,,tim krul,tim,krul,t,,NED,Netherlands,Goalkeeper
Alban Lafont,fr FRA,GK,Nantes,20,1999,27.0,27.0,2430.0,29.0,1.07,91.0,65.0,0.7140000000000001,11.0,4.0,12.0,10.0,37.0,6.0,3.0,2.0,1.0,27.0,0.0,3.0,0.0,25.4,0.24,-3.6,-0.13,165.0,481.0,34.3,697.0,131.0,48.2,40.8,187.0,77.5,55.3,222.0,15.0,6.8,23.0,0.85,15.9,19/20,Nantes,Ligue 1,France,alban lafont,alban,lafont,a,france,FRA,France,Goalkeeper
Gautier Larsonneur,fr FRA,GK,Brest,22,1997,27.0,27.0,2398.0,34.0,1.28,128.0,95.0,0.758,7.0,10.0,10.0,7.0,25.9,5.0,3.0,1.0,1.0,26.6,0.0,5.0,0.0,40.7,0.29,6.7,0.25,179.0,448.0,40.0,793.0,143.0,43.3,39.2,235.0,44.7,38.9,304.0,27.0,8.9,19.0,0.71,14.4,19/20,Brest,Ligue 1,France,gautier larsonneur,gautier,larsonneur,g,france,FRA,France,Goalkeeper
Benjamin Lecomte,fr FRA,GK,Monaco,28,1991,28.0,28.0,2520.0,44.0,1.57,132.0,95.0,0.7120000000000001,11.0,7.0,10.0,7.0,25.0,6.0,6.0,0.0,0.0,28.0,0.0,8.0,1.0,40.9,0.28,-2.1,-0.07,175.0,378.0,46.3,639.0,136.0,39.9,36.6,209.0,58.9,45.1,250.0,26.0,10.4,12.0,0.43,14.4,19/20,Monaco,Ligue 1,France,benjamin lecomte,benjamin,lecomte,b,france,FRA,France,Goalkeeper
Nicolas Lemaître,fr FRA,GK,Reims,22,1997,1.0,1.0,90.0,3.0,3.0,3.0,1.0,0.33299999999999996,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.2,0.45,-0.8,-0.8,3.0,8.0,37.5,19.0,4.0,21.1,24.6,8.0,50.0,37.5,5.0,0.0,0.0,0.0,0.0,11.0,19/20,Reims,Ligue 1,France,nicolas lemaitre,nicolas,lemaitre,n,france,FRA,France,Goalkeeper
Bernd Leno,de GER,GK,Arsenal,27,1992,30.0,30.0,2649.0,39.0,1.33,147.0,110.0,0.7759999999999999,9.0,13.0,8.0,7.0,23.3,7.0,6.0,1.0,0.0,29.4,0.0,6.0,0.0,45.1,0.27,6.1,0.21,90.0,320.0,28.1,739.0,174.0,28.1,31.9,251.0,44.6,40.0,273.0,18.0,6.6,18.0,0.61,13.5,19/20,Arsenal,Premier League,England,bernd leno,bernd,leno,b,england,GER,Germany,Goalkeeper
Donovan Léon,gf GUF,GK,Brest,26,1992,2.0,1.0,122.0,3.0,2.21,10.0,8.0,0.8,1.0,0.0,0.0,1.0,100.0,1.0,1.0,0.0,0.0,1.4,0.0,0.0,0.0,2.5,0.16,-0.5,-0.33,10.0,21.0,47.6,35.0,7.0,48.6,42.5,6.0,66.7,48.5,17.0,1.0,5.9,0.0,0.0,11.7,19/20,Brest,Ligue 1,France,donovan leon,donovan,leon,d,france,GUF,French Guiana,Goalkeeper
Karlo Letica,hr CRO,GK,SPAL,22,1997,10.0,10.0,900.0,29.0,2.9,66.0,38.0,0.561,0.0,1.0,9.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,2.0,1.0,1.0,22.7,0.34,-5.3,-0.53,64.0,174.0,36.8,226.0,53.0,50.0,40.6,93.0,65.6,48.6,103.0,7.0,6.8,1.0,0.1,11.7,19/20,SPAL,Serie A,Italy,karlo letica,karlo,letica,k,italy,CRO,Croatia,Goalkeeper
Hugo Lloris,fr FRA,GK,Tottenham,32,1986,21.0,21.0,1807.0,21.0,1.05,93.0,74.0,0.7959999999999999,11.0,6.0,4.0,6.0,28.6,3.0,2.0,1.0,0.0,20.1,0.0,2.0,1.0,27.3,0.27,7.3,0.36,133.0,300.0,44.3,419.0,82.0,49.9,40.7,149.0,61.1,44.1,189.0,11.0,5.8,4.0,0.2,11.4,19/20,Tottenham,Premier League,England,hugo lloris,hugo,lloris,h,england,FRA,France,Goalkeeper
Anthony Lopes,pt POR,GK,Lyon,28,1990,26.0,26.0,2340.0,25.0,0.96,85.0,64.0,0.7290000000000001,10.0,7.0,9.0,8.0,30.8,3.0,2.0,0.0,1.0,26.0,1.0,2.0,3.0,24.0,0.26,2.0,0.08,128.0,267.0,47.9,632.0,140.0,30.2,32.2,186.0,40.9,38.0,220.0,16.0,7.3,15.0,0.58,14.9,19/20,Lyon,Ligue 1,France,anthony lopes,anthony,lopes,a,france,POR,Portugal,Goalkeeper
Diego López,es ESP,GK,Espanyol,37,1981,36.0,36.0,3232.0,58.0,1.62,153.0,101.0,0.66,4.0,9.0,23.0,4.0,11.1,7.0,6.0,1.0,0.0,35.9,0.0,6.0,2.0,50.4,0.3,-5.6,-0.15,225.0,691.0,32.6,839.0,118.0,57.1,45.2,303.0,70.0,52.0,302.0,26.0,8.6,31.0,0.86,14.7,19/20,Espanyol,La Liga,Spain,diego lopez,diego,lopez,d,spain,ESP,Spain,Goalkeeper
Pau López,es ESP,GK,Roma,24,1994,32.0,32.0,2880.0,45.0,1.41,122.0,83.0,0.6970000000000001,18.0,6.0,8.0,5.0,15.6,9.0,8.0,1.0,0.0,32.0,1.0,4.0,0.0,42.7,0.28,-2.3,-0.07,175.0,373.0,46.9,848.0,179.0,34.8,33.6,208.0,37.5,35.4,238.0,15.0,6.3,24.0,0.75,14.9,19/20,Roma,Serie A,Italy,pau lopez,pau,lopez,p,italy,ESP,Spain,Goalkeeper
Andreas Luthe,de GER,GK,Augsburg,32,1987,10.0,10.0,900.0,12.0,1.2,35.0,23.0,0.657,3.0,3.0,4.0,3.0,30.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,14.0,0.42,3.0,0.3,71.0,190.0,37.4,328.0,50.0,43.6,39.3,91.0,51.6,43.0,113.0,12.0,10.6,4.0,0.4,13.2,19/20,Augsburg,Bundesliga,Germany,andreas luthe,andreas,luthe,a,germany,GER,Germany,Goalkeeper
Mike Maignan,fr FRA,GK,Lille,23,1995,28.0,28.0,2520.0,27.0,0.96,78.0,58.0,0.705,15.0,4.0,9.0,12.0,42.9,6.0,4.0,1.0,1.0,28.0,1.0,1.0,3.0,24.2,0.26,0.2,0.01,158.0,425.0,37.2,562.0,142.0,49.1,41.7,200.0,74.5,58.8,200.0,23.0,11.5,9.0,0.32,13.8,19/20,Lille,Ligue 1,France,mike maignan,mike,maignan,m,france,FRA,France,Goalkeeper
