Player,Nation,Team,League,Season,TeamElo,AgeDuringSeason,CurrentAge,Position,PlayStyle,Min,Starts,PercentLeftFooted,PercentRightFooted,Footedness,DAVIES,DAVIESPer90,xGoalsAdded,xGoalsAddedAbovePlayStyle,xGoalsAddedPer90,Salary($),xSalary($),CurrentMarketValue(€),xMarketValue(€),xGAM,name_lower,firstname_lower,lastname_lower,firstinitial_lower
Ivan Perisic,CRO,Inter,Serie A,18/19,1730.07,29.0,31,"FW,MF",Dribbler,2701,30,43.75,56.25,Dual,6.37,0.08,9.57,6.57,0.32,8376873.0,5619229.0,,,,ivan perisic,ivan,perisic,i
Rodrigo,ESP,Valencia,La Liga,17/18,1797.27,26.0,29,FW,Finisher,2670,31,84.08,15.92,Left,6.37,0.09,9.92,6.51,0.33,,,40000000.0,,,rodrigo,rodrigo,rodrigo,r
Andrea Belotti,ITA,Torino,Serie A,18/19,1692.6,24.0,27,FW,Finisher,3299,37,18.83,81.17,Right,6.35,0.03,9.9,6.49,0.27,3769423.0,4203889.0,35000000.0,,,andrea belotti,andrea,belotti,a
Riccardo Orsolini,ITA,Bologna,Serie A,19/20,1584.17,22.0,23,"FW,MF",Playmaker,2681,32,90.11,9.89,Left,6.35,0.12,10.05,6.36,0.34,,,22000000.0,28378697.0,,riccardo orsolini,riccardo,orsolini,r
Angel Di Maria,ARG,Paris S-G,Ligue 1,18/19,1824.47,30.0,32,"FW,MF",Playmaker,2324,28,92.98,7.02,Left,6.33,0.16,10.24,6.56,0.4,15040371.0,21008790.0,32000000.0,,,angel di maria,angel,maria,a
Gerard Moreno,ESP,Villarreal,La Liga,19/20,1771.16,27.0,28,"FW,MF",Playmaker,2744,33,82.71,17.29,Left,6.29,0.1,10.2,6.52,0.33,4026146.0,4268302.0,30000000.0,38805900.0,,gerard moreno,gerard,moreno,g
Remy Cabella,FRA,Saint-Etienne,Ligue 1,18/19,1655.54,28.0,30,"MF,FW",Playmaker,2997,34,15.14,84.86,Right,6.28,0.07,10.19,6.51,0.31,2569496.0,3606176.0,,,,remy cabella,remy,cabella,r
Richarlison,BRA,Watford,Premier League,17/18,1622.38,20.0,23,"FW,MF",Finisher,2823,32,24.11,75.89,Right,6.28,0.04,9.23,5.82,0.29,,,,,,richarlison,richarlison,richarlison,r
Matt Doherty,IRL,Wolves,Premier League,18/19,1719.59,26.0,28,"DF,MF",DefensiveWideProgressor,3144,35,7.79,92.21,Right,6.27,0.1,9.21,6.48,0.26,686052.0,2688886.0,16000000.0,,,matt doherty,matt,doherty,m
Thomas Muller,GER,Bayern Munich,Bundesliga,18/19,1944.13,28.0,31,"MF,FW",Dribbler,2378,28,13.81,86.19,Right,6.22,0.12,9.41,6.42,0.36,16906422.0,11141779.0,35000000.0,,,thomas muller,thomas,muller,t
Marcus Thuram,FRA,Guingamp,Ligue 1,18/19,1467.78,20.0,23,"FW,MF",Dribbler,2571,32,22.02,77.98,Right,6.21,0.09,9.27,6.27,0.32,627672.0,1184719.0,,,,marcus thuram,marcus,thuram,m
Josip Ilicic,SVN,Atalanta,Serie A,17/18,1732.39,29.0,32,"FW,MF",Dribbler,2002,21,83.8,16.2,Left,6.2,0.18,9.39,6.4,0.42,,,,,,josip ilicic,josip,ilicic,j
Josip Ilicic,SVN,Atalanta,Serie A,19/20,1844.2,31.0,32,FW,Playmaker,1663,21,83.12,16.88,Left,6.19,0.29,9.91,6.22,0.54,2094501.0,11077835.0,,,,josip ilicic,josip,ilicic,j
Pablo Sarabia,ESP,Sevilla,La Liga,18/19,1744.58,26.0,28,"MF,FW",Playmaker,2724,30,80.37,19.63,Left,6.18,0.1,10.09,6.41,0.33,3242405.0,3756310.0,,,,pablo sarabia,pablo,sarabia,p
Matteo Politano,ITA,Sassuolo,Serie A,17/18,1595.5,23.0,27,FW,Dribbler,2812,33,85.57,14.43,Left,6.18,0.06,9.23,6.24,0.3,,,,,,matteo politano,matteo,politano,m
Christian Pulisic,USA,Dortmund,Bundesliga,17/18,1737.74,18.0,22,FW,Dribbler,2302,27,20.47,79.53,Right,6.17,0.07,7.89,4.89,0.31,,,,,,christian pulisic,christian,pulisic,c
Roberto Firmino,BRA,Liverpool,Premier League,17/18,1913.55,25.0,29,FW,Finisher,2763,32,17.67,82.33,Right,6.16,0.07,9.71,6.3,0.32,,,72000000.0,,,roberto firmino,roberto,firmino,r
Sergio Ramos,ESP,Real Madrid,La Liga,19/20,1921.36,33.0,34,DF,PossessionOrientedCentralDefender,3013,35,14.2,85.8,Right,6.09,0.11,8.86,6.06,0.26,22618800.0,16811239.0,14000000.0,21186740.0,,sergio ramos,sergio,ramos,s
Wissam Ben Yedder,FRA,Monaco,Ligue 1,19/20,1587.32,28.0,30,FW,Finisher,2164,25,49.14,50.86,Dual,6.09,0.16,9.64,6.23,0.4,,,40000000.0,33271770.0,,wissam ben yedder,wissam,yedder,w
Wahbi Khazri,TUN,Saint-Etienne,Ligue 1,18/19,1655.54,27.0,29,"FW,MF",Playmaker,2817,32,5.36,94.64,Right,6.09,0.09,10.0,6.32,0.32,1573138.0,2659566.0,,,,wahbi khazri,wahbi,khazri,w
Pierre-Emerick Aubameyang,GAB,Arsenal,Premier League,19/20,1803.37,30.0,31,FW,Finisher,3136,35,11.87,88.13,Right,6.08,0.03,9.63,6.22,0.28,12348929.0,10723551.0,56000000.0,47149083.0,,pierre-emerick aubameyang,pierre-emerick,aubameyang,p
Jorge Molina,ESP,Getafe,La Liga,17/18,1719.8,35.0,38,FW,Finisher,2779,31,30.56,69.44,Right,6.08,0.07,9.89,6.48,0.32,,,1500000.0,,,jorge molina,jorge,molina,j
Leo Dubois,FRA,Nantes,Ligue 1,17/18,1576.06,22.0,26,DF,DefensiveWideProgressor,3020,34,15.06,84.94,Right,6.06,0.1,8.66,5.93,0.26,,,,,,leo dubois,leo,dubois,l
Nabil Fekir,FRA,Betis,La Liga,19/20,1666.35,26.0,27,"MF,FW",Dribbler,2638,31,88.4,11.6,Left,6.05,0.08,9.24,6.24,0.32,,,32000000.0,34365813.0,,nabil fekir,nabil,fekir,n
Thomas Muller,GER,Bayern Munich,Bundesliga,19/20,2009.57,29.0,31,"MF,FW",Playmaker,2255,26,15.44,84.56,Right,6.03,0.16,9.94,6.26,0.4,16906422.0,20418792.0,35000000.0,49510567.0,,thomas muller,thomas,muller,t
Rony Lopes,POR,Monaco,Ligue 1,17/18,1769.25,21.0,25,"FW,MF",Dribbler,2532,32,72.69,27.31,Left,6.02,0.08,9.08,6.08,0.32,,,,,,rony lopes,rony,lopes,r
Angel Di Maria,ARG,Paris S-G,Ligue 1,17/18,1878.75,29.0,32,FW,Playmaker,2108,26,92.33,7.67,Left,5.99,0.19,9.9,6.22,0.42,,,32000000.0,,,angel di maria,angel,maria,a
Cesar Azpilicueta,ESP,Chelsea,Premier League,19/20,1823.89,29.0,31,DF,DefensiveWideProgressor,3229,36,12.23,87.77,Right,5.99,0.09,8.93,6.2,0.25,6174464.0,6990450.0,24000000.0,27724533.0,,cesar azpilicueta,cesar,azpilicueta,c
Victor Osimhen,NGA,Lille,Ligue 1,19/20,1662.4,20.0,22,FW,Finisher,2287,25,10.85,89.15,Right,5.99,0.1,8.94,5.53,0.35,,,40000000.0,36409010.0,,victor osimhen,victor,osimhen,v
Houssem Aouar,FRA,Lyon,Ligue 1,18/19,1726.96,20.0,22,MF,AttackingCentralProgressor,3061,35,7.9,92.1,Right,5.97,0.09,8.58,5.83,0.25,1577661.0,991995.0,49500000.0,,,houssem aouar,houssem,aouar,h
Giovanni Simeone,ARG,Fiorentina,Serie A,17/18,1682.86,22.0,25,FW,Finisher,2998,36,12.95,87.05,Right,5.97,0.02,8.93,5.52,0.27,,,,,,giovanni simeone,giovanni,simeone,g
Raul Jimenez,MEX,Wolves,Premier League,18/19,1719.59,27.0,29,FW,Finisher,3111,36,8.44,91.56,Right,5.96,0.03,9.51,6.1,0.28,2828644.0,4540726.0,40000000.0,,,raul jimenez,raul,jimenez,r
Florian Thauvin,FRA,Marseille,Ligue 1,18/19,1636.44,25.0,27,"FW,MF",Dribbler,2613,30,87.1,12.9,Left,5.95,0.08,9.14,6.14,0.31,5544999.0,3289347.0,,,,florian thauvin,florian,thauvin,f
Julian Brandt,GER,Leverkusen,Bundesliga,18/19,1760.88,22.0,24,"MF,FW",Playmaker,2666,30,17.56,82.44,Right,5.95,0.1,9.65,5.97,0.33,4507927.0,3464894.0,,,,julian brandt,julian,brandt,j
Christian Eriksen,DEN,Tottenham,Premier League,17/18,1910.87,25.0,28,"MF,FW",Playmaker,3218,37,24.47,75.53,Right,5.92,0.04,9.83,6.15,0.27,,,60000000.0,,,christian eriksen,christian,eriksen,c
Achraf Hakimi,MAR,Dortmund,Bundesliga,19/20,1834.14,20.0,22,"DF,FW",AttackingCentralProgressor,2715,29,11.53,88.47,Right,5.91,0.12,8.51,5.77,0.28,1690755.0,1174193.0,54000000.0,55927267.0,,achraf hakimi,achraf,hakimi,a
Felipe Anderson,BRA,West Ham,Premier League,18/19,1729.39,25.0,27,"FW,MF",Playmaker,3043,36,11.66,88.34,Right,5.91,0.06,9.82,6.14,0.29,5831439.0,5643950.0,25000000.0,,,felipe anderson,felipe,anderson,f
Andrea Belotti,ITA,Torino,Serie A,19/20,1581.91,25.0,27,FW,Finisher,3008,34,18.85,81.15,Right,5.91,0.04,9.46,6.05,0.28,3769423.0,4482388.0,35000000.0,20687610.0,,andrea belotti,andrea,belotti,a
Ciro Immobile,ITA,Lazio,Serie A,18/19,1658.64,28.0,30,FW,Finisher,2859,31,9.65,90.35,Right,5.88,0.05,9.43,6.02,0.3,4816673.0,4642735.0,45000000.0,,,ciro immobile,ciro,immobile,c
Son Heung-min,KOR,Tottenham,Premier League,19/20,1808.91,27.0,28,"FW,MF",Dribbler,2476,28,14.18,85.82,Right,5.86,0.09,9.05,6.06,0.33,,,,,,son heung-min,son,heung-min,s
Aymeric Laporte,FRA,Manchester City,Premier League,18/19,2037.31,24.0,26,DF,PossessionOrientedCentralDefender,3057,34,74.75,25.25,Left,5.84,0.11,8.92,6.12,0.26,8232619.0,6530078.0,60000000.0,,,aymeric laporte,aymeric,laporte,a
Milan Skriniar,SVK,Inter,Serie A,17/18,1752.6,22.0,25,DF,LowBlockCentralDefender,3420,38,13.95,86.05,Right,5.8,0.08,7.87,5.43,0.21,,,50000000.0,,,milan skriniar,milan,skriniar,m
Youcef Attal,ALG,Nice,Ligue 1,18/19,1596.18,22.0,24,"DF,MF",Dribbler,2263,25,6.3,93.7,Right,5.8,0.11,8.85,5.86,0.35,,,,,,youcef attal,youcef,attal,y
Roberto Firmino,BRA,Liverpool,Premier League,18/19,2043.53,26.0,29,"FW,MF",Playmaker,2607,31,13.63,86.37,Right,5.78,0.1,9.69,6.0,0.33,12348929.0,20696517.0,72000000.0,,,roberto firmino,roberto,firmino,r
Callum Wilson,ENG,Bournemouth,Premier League,18/19,1690.68,26.0,28,FW,Finisher,2528,29,18.16,81.84,Right,5.76,0.09,9.31,5.91,0.33,2744206.0,6143442.0,20000000.0,,,callum wilson,callum,wilson,c
Sergio Aguero,ARG,Manchester City,Premier League,17/18,1970.75,29.0,32,FW,Finisher,1963,22,12.4,87.6,Right,5.73,0.18,9.28,5.87,0.43,,,52000000.0,,,sergio aguero,sergio,aguero,s
Adama Traore,ESP,Wolves,Premier League,19/20,1782.63,23.0,24,"FW,MF",Dribbler,2605,27,10.29,89.71,Right,5.73,0.06,8.78,5.78,0.3,2950022.0,5666933.0,35000000.0,42076400.0,,adama traore,adama,traore,a
Jamie Vardy,ENG,Leicester City,Premier League,18/19,1738.56,31.0,33,FW,Finisher,2726,30,27.56,72.44,Right,5.72,0.07,9.53,6.13,0.31,9604722.0,7949228.0,16000000.0,,,jamie vardy,jamie,vardy,j
Richarlison,BRA,Everton,Premier League,19/20,1720.04,22.0,23,FW,Finisher,3070,36,25.72,74.28,Right,5.7,0.0,8.66,5.25,0.25,6174464.0,5829769.0,52000000.0,41859917.0,,richarlison,richarlison,richarlison,r
Anthony Martial,FRA,Manchester Utd,Premier League,19/20,1876.21,23.0,25,FW,Finisher,2624,31,18.01,81.99,Right,5.69,0.05,8.65,5.24,0.3,7546568.0,6696699.0,58000000.0,56868267.0,,anthony martial,anthony,martial,a
Daniel Parejo,ESP,Valencia,La Liga,18/19,1809.51,29.0,31,MF,AttackingCentralProgressor,3061,35,7.82,92.18,Right,5.69,0.09,8.83,6.09,0.26,,,,,,daniel parejo,daniel,parejo,d
Florian Niederlechner,GER,Augsburg,Bundesliga,19/20,1605.48,28.0,30,"FW,MF",Finisher,2720,31,17.97,82.03,Right,5.67,0.06,9.22,5.81,0.31,,,10000000.0,15631053.0,,florian niederlechner,florian,niederlechner,f
Gareth Bale,WAL,Real Madrid,La Liga,17/18,2020.97,28.0,31,"FW,MF",Dribbler,1794,20,89.94,10.06,Left,5.66,0.2,8.85,5.85,0.44,,,28000000.0,,,gareth bale,gareth,bale,g
Serge Gnabry,GER,Bayern Munich,Bundesliga,18/19,1944.13,23.0,25,"FW,MF",Dribbler,1762,21,23.68,76.32,Right,5.65,0.21,8.71,5.71,0.44,5072266.0,3324071.0,90000000.0,,,serge gnabry,serge,gnabry,s
Gerard Pique,ESP,Barcelona,La Liga,18/19,1997.04,31.0,33,DF,PossessionOrientedCentralDefender,3150,35,4.37,95.63,Right,5.63,0.08,8.4,5.6,0.24,14408176.0,10472778.0,15000000.0,,,gerard pique,gerard,pique,g
Tammy Abraham,ENG,Chelsea,Premier League,19/20,1823.89,21.0,23,FW,Finisher,2215,25,9.2,90.8,Right,5.6,0.1,8.56,5.15,0.35,,,40000000.0,42777183.0,,tammy abraham,tammy,abraham,t
Rodrigo De Paul,ARG,Udinese,Serie A,18/19,1561.08,24.0,26,"MF,FW",Playmaker,3189,36,4.2,95.8,Right,5.58,0.03,9.49,5.81,0.27,,,,,,rodrigo de paul,rodrigo,paul,r
Aleksandar Mitrovic,SRB,Fulham,Premier League,18/19,1585.52,23.0,26,FW,Finisher,3280,37,11.57,88.43,Right,5.58,-0.02,8.53,5.13,0.23,4116310.0,4911204.0,,,,aleksandar mitrovic,aleksandar,mitrovic,a
Diogo Jota,POR,Wolves,Premier League,19/20,1782.63,22.0,24,"FW,MF",Dribbler,2284,27,32.26,67.74,Right,5.57,0.1,8.62,5.63,0.34,3773284.0,4373389.0,28000000.0,37165083.0,,diogo jota,diogo,jota,d
Malcom,BRA,Bordeaux,Ligue 1,17/18,1633.16,20.0,23,"FW,MF",Playmaker,2856,32,86.33,13.67,Left,5.56,0.07,9.26,5.58,0.29,,,,,,malcom,malcom,malcom,m
Joaquin Correa,ARG,Lazio,Serie A,19/20,1735.73,24.0,26,"FW,MF",Finisher,2002,22,10.81,89.19,Right,5.55,0.17,9.1,5.69,0.41,2722173.0,4368941.0,30000000.0,32289867.0,,joaquin correa,joaquin,correa,j
Houssem Aouar,FRA,Lyon,Ligue 1,17/18,1764.4,19.0,22,"MF,FW",AttackingCentralProgressor,2430,27,6.5,93.5,Right,5.54,0.11,6.81,4.06,0.25,,,49500000.0,,,houssem aouar,houssem,aouar,h
Jeremie Boga,CIV,Sassuolo,Serie A,19/20,1644.71,22.0,23,FW,Dribbler,2513,28,9.42,90.58,Right,5.54,0.07,8.6,5.6,0.31,838027.0,1732942.0,25000000.0,26294513.0,,jeremie boga,jeremie,boga,j
Rodrigo,ESP,Valencia,La Liga,18/19,1809.51,27.0,29,FW,Finisher,2528,29,86.26,13.74,Left,5.53,0.08,9.08,5.67,0.32,7709618.0,6837108.0,40000000.0,,,rodrigo,rodrigo,rodrigo,r
Alphonso Davies,CAN,Bayern Munich,Bundesliga,19/20,2009.57,18.0,20,DF,OffensiveWideProgressor,2234,24,84.22,15.78,Left,5.53,0.13,7.32,4.15,0.29,588089.0,1180462.0,80000000.0,67955050.0,,alphonso davies,alphonso,davies,a
Andrew Robertson,SCO,Liverpool,Premier League,19/20,1994.79,25.0,26,DF,OffensiveWideProgressor,3111,34,92.61,7.39,Left,5.52,0.08,8.99,5.81,0.26,3430258.0,4036852.0,64000000.0,62069800.0,,andrew robertson,andrew,robertson,a
Riyad Mahrez,ALG,Leicester City,Premier League,17/18,1693.43,26.0,29,"MF,FW",Playmaker,2950,34,90.18,9.82,Left,5.52,0.05,9.43,5.74,0.29,,,,,,riyad mahrez,riyad,mahrez,r
Paulo Dybala,ARG,Juventus,Serie A,19/20,1860.02,25.0,27,"FW,MF",Playmaker,2155,25,88.83,11.17,Left,5.51,0.16,9.42,5.74,0.39,14660375.0,10880820.0,80000000.0,72210150.0,,paulo dybala,paulo,dybala,p
Nico Schulz,GER,Hoffenheim,Bundesliga,18/19,1726.84,25.0,27,"DF,MF",OffensiveWideProgressor,2537,29,81.83,18.17,Left,5.5,0.13,8.97,5.79,0.32,1470222.0,1963001.0,,,,nico schulz,nico,schulz,n
Neymar,BRA,Paris S-G,Ligue 1,19/20,1895.8,27.0,28,"MF,FW",Playmaker,1318,15,14.08,85.92,Right,5.47,0.41,9.38,5.69,0.64,41481748.0,25517605.0,128000000.0,96638117.0,,neymar,neymar,neymar,n
Borja Iglesias,ESP,Espanyol,La Liga,18/19,1735.7,25.0,27,FW,Finisher,3075,35,19.69,80.31,Right,5.45,0.02,9.01,5.6,0.26,2411164.0,4001392.0,,,,borja iglesias,borja,iglesias,b
Nathan Redmond,ENG,Southampton,Premier League,18/19,1673.84,24.0,26,"FW,MF",Dribbler,3270,36,9.94,90.06,Right,5.42,0.0,8.61,5.62,0.24,4116310.0,3706354.0,18000000.0,,,nathan redmond,nathan,redmond,n
Francesco Caputo,ITA,Sassuolo,Serie A,19/20,1644.71,31.0,33,FW,Finisher,2931,33,17.84,82.16,Right,5.4,0.03,9.21,5.8,0.28,,,7500000.0,11813727.0,,francesco caputo,francesco,caputo,f
Duvan Zapata,COL,Atalanta,Serie A,19/20,1844.2,28.0,29,FW,Finisher,2026,25,21.44,78.56,Right,5.39,0.15,8.94,5.53,0.4,3141751.0,4446484.0,40000000.0,43122467.0,,duvan zapata,duvan,zapata,d
Nabil Fekir,FRA,Lyon,Ligue 1,17/18,1764.4,24.0,27,"MF,FW",Playmaker,2477,28,89.32,10.68,Left,5.38,0.1,9.29,5.61,0.34,,,,,,nabil fekir,nabil,fekir,n
Jack Grealish,ENG,Aston Villa,Premier League,19/20,1622.7,23.0,25,"FW,MF",Playmaker,3233,36,7.03,92.97,Right,5.37,0.03,9.07,5.39,0.25,,,40000000.0,39445117.0,,jack grealish,jack,grealish,j
Neymar,BRA,Paris S-G,Ligue 1,18/19,1824.47,26.0,28,"MF,FW",Playmaker,1439,16,13.41,86.59,Right,5.37,0.35,9.28,5.6,0.58,41481748.0,23196924.0,128000000.0,,,neymar,neymar,neymar,n
Romelu Lukaku,BEL,Manchester Utd,Premier League,17/18,1880.94,24.0,27,FW,Finisher,2867,33,69.26,30.74,Left,5.37,0.04,8.92,5.51,0.28,,,,,,romelu lukaku,romelu,lukaku,r
Harry Maguire,ENG,Leicester City,Premier League,17/18,1693.43,24.0,27,DF,LowBlockCentralDefender,3420,38,12.57,87.43,Right,5.36,0.08,7.85,5.42,0.21,,,,,,harry maguire,harry,maguire,h
Andy Delort,ALG,Montpellier,Ligue 1,18/19,1617.81,26.0,29,FW,Finisher,3115,36,7.68,92.32,Right,5.36,0.01,8.91,5.5,0.26,912669.0,1970660.0,13000000.0,,,andy delort,andy,delort,a
Antoine Griezmann,FRA,Atletico Madrid,La Liga,18/19,1874.54,27.0,29,FW,Playmaker,3198,37,86.01,13.99,Left,5.36,0.03,9.27,5.58,0.26,51845682.0,18585528.0,,,,antoine griezmann,antoine,griezmann,a
Daniel Caligiuri,ITA,Schalke 04,Bundesliga,17/18,1735.62,29.0,32,"DF,MF",OffensiveWideProgressor,2917,32,13.48,86.52,Right,5.35,0.09,8.82,5.65,0.27,,,3000000.0,,,daniel caligiuri,daniel,caligiuri,d
Joshua King,NOR,Bournemouth,Premier League,18/19,1690.68,26.0,28,FW,Finisher,2961,34,14.19,85.81,Right,5.33,0.03,8.88,5.47,0.27,3087232.0,5126877.0,16000000.0,,,joshua king,joshua,king,j
Kalidou Koulibaly,SEN,Napoli,Serie A,18/19,1803.07,27.0,29,DF,PossessionOrientedCentralDefender,3132,35,27.53,72.47,Right,5.3,0.09,8.37,5.57,0.24,7329622.0,5806646.0,65000000.0,,,kalidou koulibaly,kalidou,koulibaly,k
Rodrigo De Paul,ARG,Udinese,Serie A,19/20,1582.55,25.0,26,MF,Playmaker,2822,33,3.92,96.08,Right,5.29,0.06,9.2,5.52,0.29,,,,,,rodrigo de paul,rodrigo,paul,r
Daniel Parejo,ESP,Valencia,La Liga,19/20,1733.38,30.0,31,MF,DefensiveCentralProgressor,3024,35,10.03,89.97,Right,5.28,0.1,7.32,5.34,0.22,,,,,,daniel parejo,daniel,parejo,d
Mikel Oyarzabal,ESP,Real Sociedad,La Liga,18/19,1715.61,21.0,23,"FW,MF",Dribbler,3153,36,85.68,14.32,Left,5.26,0.0,8.32,5.32,0.24,2535567.0,3069653.0,60000000.0,,,mikel oyarzabal,mikel,oyarzabal,m
Benjamin Bourigeaud,FRA,Rennes,Ligue 1,17/18,1639.7,23.0,26,"MF,FW",AttackingCentralProgressor,3102,35,12.34,87.66,Right,5.25,0.07,7.85,5.1,0.23,,,12000000.0,,,benjamin bourigeaud,benjamin,bourigeaud,b
Alassane Plea,FRA,Nice,Ligue 1,17/18,1637.11,24.0,27,FW,Finisher,3041,34,12.23,87.77,Right,5.24,0.02,8.8,5.39,0.26,,,,,,alassane plea,alassane,plea,a
Trent Alexander-Arnold,ENG,Liverpool,Premier League,18/19,2043.53,19.0,22,DF,OffensiveWideProgressor,2462,27,9.64,90.36,Right,5.24,0.09,7.03,3.86,0.26,2744206.0,2723969.0,110000000.0,,,trent alexander-arnold,trent,alexander-arnold,t
Pedro Rebocho,POR,Guingamp,Ligue 1,18/19,1467.78,23.0,25,DF,DefensiveWideProgressor,3240,36,84.09,15.91,Left,5.23,0.06,7.83,5.1,0.22,410531.0,1109636.0,,,,pedro rebocho,pedro,rebocho,p
Max Gradel,CIV,Toulouse,Ligue 1,17/18,1537.36,29.0,33,"FW,MF",Dribbler,2415,27,25.24,74.76,Right,5.23,0.07,8.42,5.42,0.31,,,4000000.0,,,max gradel,max,gradel,m
Lucas Ocampos,ARG,Sevilla,La Liga,19/20,1827.37,25.0,26,FW,Dribbler,2745,31,11.48,88.52,Right,5.22,0.04,8.41,5.42,0.28,,,50000000.0,47912450.0,,lucas ocampos,lucas,ocampos,l
Christopher Nkunku,FRA,RB Leipzig,Bundesliga,19/20,1844.66,21.0,23,"MF,FW",Playmaker,1925,21,7.45,92.55,Right,5.22,0.2,8.92,5.23,0.42,,,33000000.0,37968983.0,,christopher nkunku,christopher,nkunku,c
Damian Suarez,URU,Getafe,La Liga,18/19,1757.47,30.0,32,DF,DefensiveWideProgressor,3240,36,7.42,92.58,Right,5.21,0.06,8.15,5.42,0.23,729456.0,2264207.0,2500000.0,,,damian suarez,damian,suarez,d
Sadio Mane,SEN,Liverpool,Premier League,17/18,1913.55,25.0,28,"FW,MF",Dribbler,2190,28,23.12,76.88,Right,5.21,0.11,8.4,5.41,0.35,,,120000000.0,,,sadio mane,sadio,mane,s
Andrew Robertson,SCO,Liverpool,Premier League,18/19,2043.53,24.0,26,DF,OffensiveWideProgressor,3216,36,93.78,6.22,Left,5.17,0.06,8.63,5.46,0.24,3430258.0,3547393.0,64000000.0,,,andrew robertson,andrew,robertson,a
Dwight McNeil,ENG,Burnley,Premier League,19/20,1726.9,19.0,21,MF,Playmaker,3338,38,95.74,4.26,Left,5.17,-0.02,6.27,2.59,0.17,34303.0,1333134.0,25000000.0,28595433.0,,dwight mcneil,dwight,mcneil,d
Alexandre Lacazette,FRA,Arsenal,Premier League,18/19,1866.53,27.0,29,FW,Finisher,2502,27,14.88,85.12,Right,5.15,0.07,8.71,5.3,0.31,12491416.0,10663081.0,48000000.0,,,alexandre lacazette,alexandre,lacazette,a
Nicolas Otamendi,ARG,Manchester City,Premier League,17/18,1970.75,29.0,32,DF,PossessionOrientedCentralDefender,2967,33,8.01,91.99,Right,5.15,0.09,8.23,5.43,0.25,,,14500000.0,,,nicolas otamendi,nicolas,otamendi,n
Kalidou Koulibaly,SEN,Napoli,Serie A,17/18,1855.68,26.0,29,DF,PossessionOrientedCentralDefender,3066,35,25.85,74.15,Right,5.14,0.09,8.22,5.42,0.24,,,65000000.0,,,kalidou koulibaly,kalidou,koulibaly,k
Darko Lazovic,SRB,Hellas Verona,Serie A,19/20,1559.21,28.0,30,DF,OffensiveWideProgressor,3239,37,19.88,80.12,Right,5.14,0.06,8.6,5.43,0.24,,,,,,darko lazovic,darko,lazovic,d
Luka Jovic,SRB,Eint Frankfurt,Bundesliga,18/19,1745.71,20.0,23,"FW,MF",Finisher,2243,25,33.27,66.73,Right,5.12,0.07,8.07,4.67,0.32,450114.0,1473401.0,,,,luka jovic,luka,jovic,l
Maxi Gomez,URU,Celta Vigo,La Liga,17/18,1716.78,20.0,24,FW,Finisher,3056,35,12.1,87.9,Right,5.12,-0.01,8.07,4.66,0.24,,,,,,maxi gomez,maxi,gomez,m
Matt Doherty,IRL,Wolves,Premier League,19/20,1782.63,27.0,28,DF,DefensiveWideProgressor,2839,32,5.98,94.02,Right,5.1,0.09,8.04,5.31,0.25,686052.0,2776321.0,16000000.0,23212733.0,,matt doherty,matt,doherty,m
Marcus Rashford,ENG,Manchester Utd,Premier League,18/19,1838.16,20.0,23,FW,Finisher,2334,26,9.2,90.8,Right,5.09,0.06,8.05,4.64,0.31,1372103.0,1602937.0,80000000.0,,,marcus rashford,marcus,rashford,m
Dries Mertens,BEL,Napoli,Serie A,18/19,1803.07,31.0,33,FW,Finisher,2252,23,7.83,92.17,Right,5.09,0.11,8.9,5.5,0.36,8376873.0,7139767.0,18000000.0,,,dries mertens,dries,mertens,d
Mariano,DOM,Lyon,Ligue 1,17/18,1764.4,23.0,27,FW,Finisher,2508,30,10.95,89.05,Right,5.09,0.04,8.04,4.63,0.29,,,,,,mariano,mariano,mariano,m
Inaki Williams,ESP,Athletic Club,La Liga,18/19,1718.35,24.0,26,FW,Finisher,3025,36,7.46,92.54,Right,5.06,0.01,8.61,5.2,0.26,4123407.0,4165969.0,,,,inaki williams,inaki,williams,i
Sergej Milinkovic-Savic,SRB,Lazio,Serie A,17/18,1753.81,22.0,25,MF,Playmaker,2844,33,11.85,88.15,Right,5.04,0.06,8.75,5.06,0.28,,,,,,sergej milinkovic-savic,sergej,milinkovic-savic,s
David Silva,ESP,Manchester City,Premier League,18/19,2037.31,32.0,34,MF,Playmaker,2401,28,86.09,13.91,Left,5.04,0.09,8.75,5.06,0.33,10976826.0,21325804.0,5000000.0,,,david silva,david,silva,d
Leroy Sane,GER,Manchester City,Premier League,18/19,2037.31,22.0,24,FW,Dribbler,1867,21,81.82,18.18,Left,5.02,0.15,8.08,5.08,0.39,6517490.0,6259079.0,,,,leroy sane,leroy,sane,l
Juan Cuadrado,COL,Juventus,Serie A,19/20,1860.02,31.0,32,DF,OffensiveWideProgressor,2654,28,9.66,90.34,Right,5.01,0.11,8.68,5.51,0.29,8376873.0,6742708.0,15000000.0,27932833.0,,juan cuadrado,juan,cuadrado,j
Christian Pulisic,USA,Chelsea,Premier League,19/20,1823.89,20.0,22,FW,Dribbler,1722,19,21.06,78.94,Right,5.01,0.18,8.07,5.07,0.42,,,60000000.0,52749300.0,,christian pulisic,christian,pulisic,c
