Rank,GM,optaTeamId,team,leagueId,league,week,SubOff,SubOn,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,Off,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Sc1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,TcklMade%,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,%PassFwd,Pass%,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttD3,PsAttM3,Pull Back Passes Completed,PsDist,ChlngeLost,Aerial%,Aerials,ExpGAg,Average Shot Distance Open Play,PullBk,BgChnc,BgChncGoal,CrossOpen,Crosses,FwdPassCmp%,DefTouchD3,DefTouchM3,DefTouchA3,Open Play xG,Set Piece XG,NonPenxG,Key Passes,Defensive Blocks,xG Per Shot,Shots Total,game,date,gameId,oppOptaTeamId,scatterId,scatterExtra
90,1,15380,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,8,4,4,0,0,6,6,0,0,0,2,1,2,1,1,0,0,1,2,1,7,6,57,24,450,263,106,2.11,3,1,1.40,3,2,1,6,7,18,2,1,43,8,0,0,628,61,1,10,7,41,57.9%,23,10,39,2,4,10,4,3,6,1,0,1,0,0,1,0,1,1,0,0,5,0,0,3,1,0,0,5,2,3,0,2,0,2,2,0,0,2,1,2,9,104,308,216,11,34.7%,82.0%,140,35,194,44,233,173,0,22.0,8,37.5%,32,1.51,19,0,3,2,9,16,56.4%,34,6,1,1.53,0.58,2.11,6,4,0.15,14,PAC vs HFX,2019-07-20,52jsbc4wgu4ddcx6sah2u40oa,15376,b3436h8h14zw7f1uv6w9vqf6y:1052420,PAC vs HFX (2019-07-20)
92,1,15378,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,6,2,4,3,0,3,1,1,0,0,2,0,0,0,0,0,0,0,0,0,5,4,68,19,416,207,122,0.70,0,0,0.44,0,0,0,7,7,22,1,1,61,11,0,0,624,47,5,10,12,46,71.4%,17,9,58,4,1,5,7,5,6,8,0,0,0,0,0,0,2,2,0,0,3,0,0,2,1,0,0,3,2,1,0,1,0,1,1,0,0,2,3,10,17,127,243,254,19,39.7%,79.1%,146,43,140,60,170,186,0,20.0,6,65.4%,26,1.79,17,0,0,0,8,11,61.8%,34,10,2,0.51,0.18,0.70,7,5,0.06,12,PAC vs VAL,2019-10-19,5opkqc01qgmjdcbho8rkmjzvu,15380,dd2vf0yzjm7jm7cak9tf11sa2:1052471,PAC vs VAL (2019-10-19)
93,1,15381,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,2,0,2,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,67,24,418,183,144,0.27,0,0,0.22,0,0,0,3,3,19,1,0,54,6,2,0,623,55,8,20,10,50,77.8%,12,2,53,4,2,9,1,5,8,4,0,0,0,0,1,0,1,1,0,0,4,0,0,1,3,0,0,4,1,3,1,2,0,1,0,0,0,1,1,2,12,129,201,293,12,38.3%,78.2%,185,42,100,57,130,231,0,19.6,8,37.5%,16,1.02,18,0,0,0,26,33,60.6%,35,10,5,0.25,0.02,0.27,3,2,0.05,5,FOR vs CAV,2019-08-25,5a9bdy2gwxymhiu0vyvisb88a,15377,41ewt71n8fqwy6trsqta1bjvu:1052440,FOR vs CAV (2019-08-25)
94,1,15378,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,3,2,1,1,2,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,4,52,39,425,203,131,1.08,1,1,1.03,1,1,0,6,6,23,3,0,55,11,3,1,622,62,8,11,7,34,55.9%,8,3,49,2,2,5,1,3,10,4,0,0,0,0,0,0,3,3,0,0,2,0,1,0,1,1,0,1,2,0,0,1,0,1,0,0,0,0,7,2,15,108,208,306,15,39.8%,78.6%,193,39,102,52,137,236,0,17.0,15,45.8%,24,3.74,19,0,1,1,8,11,65.1%,26,7,1,1.08,0.00,1.08,5,4,0.14,8,FOR vs VAL,2019-07-20,52d0pvo9gg6dznd76vvhc68ve,15377,dd2vf0yzjm7jm7cak9tf11sa2:1052419,FOR vs VAL (2019-07-20)
95,1,15380,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,3,1,2,1,0,6,6,0,1,0,1,0,0,0,0,0,0,0,0,0,3,6,62,38,426,219,107,1.15,0,0,0.22,1,0,0,6,6,16,1,1,63,11,0,0,621,46,7,15,16,54,71.0%,16,6,56,1,3,8,3,6,4,3,0,1,0,0,1,1,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,11,96,261,264,8,37.1%,76.5%,157,38,131,51,178,197,0,18.9,9,64.5%,31,1.88,24,0,1,0,12,14,57.6%,40,13,1,0.31,0.84,0.36,6,3,0.12,10,FOR vs PAC,2019-09-28,5h1oq9agzghyfb9760q0xsd4a,15377,b3436h8h14zw7f1uv6w9vqf6y:1052458,FOR vs PAC (2019-09-28)
96,1,15377,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,4,3,1,1,3,1,1,0,0,0,0,0,1,1,2,0,0,0,2,0,3,2,71,34,391,138,148,1.71,2,2,1.58,2,2,2,4,6,38,5,3,57,19,1,1,619,75,8,14,19,64,55.0%,22,12,73,2,2,11,4,2,3,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,2,0,1,1,0,0,1,0,0,2,1,14,12,165,197,257,22,37.9%,73.1%,153,63,70,90,116,185,0,18.4,18,30.8%,26,1.08,18,0,2,1,5,11,52.7%,44,18,2,0.15,1.56,1.71,4,5,0.19,9,VAL vs FOR,2019-05-17,4ntsd8m3ui3jxf14iv0ah2f6y,15378,c2pdzdl3dgf5b0siidn2ay5ii:1052386,VAL vs FOR (2019-05-17)
96,1,15380,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,3,2,1,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,66,28,395,172,129,2.30,0,0,1.46,3,2,1,6,7,14,0,0,65,6,0,0,619,77,11,21,9,54,60.4%,11,2,66,2,4,8,4,3,7,3,0,0,0,0,1,0,1,1,0,1,6,0,0,2,3,1,0,5,4,2,1,3,0,2,1,0,0,2,1,4,20,104,233,282,17,42.5%,76.2%,149,35,117,52,159,184,0,20.1,21,45.2%,31,0.88,19,0,3,0,6,12,57.7%,28,24,2,1.28,1.02,1.51,7,4,0.26,9,YRK vs PAC,2019-06-15,4s2bhlyuzkp953p3w0mdoqdey,15382,b3436h8h14zw7f1uv6w9vqf6y:1052396,YRK vs PAC (2019-06-15)
98,1,15382,York United,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,3,3,0,1,0,6,3,3,0,0,0,0,2,0,2,0,0,1,1,1,5,3,73,34,408,178,123,1.52,2,0,0.30,2,0,0,7,7,26,3,1,74,13,0,0,618,73,12,9,7,54,48.8%,22,11,63,3,1,9,6,3,8,0,1,2,0,0,0,0,0,0,0,0,4,0,0,3,2,0,0,4,3,1,1,0,0,2,0,0,0,1,1,8,13,116,258,244,17,45.8%,73.8%,140,42,119,63,170,175,0,20.3,22,59.5%,42,1.07,19,0,2,2,6,10,54.0%,42,10,2,1.52,0.00,1.52,7,6,0.15,10,PAC vs YRK,2019-09-12,5d9hwavq8j3gubsel8yg8797u,15380,cqthcpums3aas2tdy0qhlkuwa:1052449,PAC vs YRK (2019-09-12)
99,1,15377,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,6,6,0,3,1,5,2,2,1,1,0,0,3,0,2,0,1,0,0,3,1,9,72,21,411,159,159,3.74,3,1,1.79,7,4,1,9,10,18,6,6,62,15,0,0,617,55,11,15,12,49,70.3%,10,6,58,4,1,10,2,2,5,3,0,1,0,0,0,1,1,1,0,1,2,0,0,2,1,0,0,2,1,1,0,0,0,0,1,0,0,3,1,0,16,171,149,297,40,35.3%,77.4%,183,61,74,88,100,223,1,17.4,11,54.2%,24,1.08,15,1,7,2,4,7,60.0%,21,23,5,2.66,1.08,2.95,9,3,0.25,15,FOR vs VAL,2019-07-20,52d0pvo9gg6dznd76vvhc68ve,15378,c2pdzdl3dgf5b0siidn2ay5ii:1052419,FOR vs VAL (2019-07-20)
99,1,15380,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,2,2,0,3,2,1,2,2,3,0,3,0,0,0,0,2,0,1,1,0,1,1,0,5,0,60,17,426,219,130,1.84,2,2,1.65,3,3,1,6,7,29,3,1,51,16,0,0,617,56,3,14,4,50,65.4%,28,17,38,4,4,9,1,3,5,3,0,0,0,0,0,1,2,2,0,0,3,0,0,1,2,0,0,3,2,1,1,1,0,0,1,0,0,2,2,10,9,103,217,297,20,35.2%,81.9%,195,32,122,46,148,232,0,19.6,9,43.5%,23,2.15,15,0,3,2,6,8,60.7%,38,8,4,1.53,0.31,1.84,5,3,0.18,10,VAL vs PAC,2019-08-01,54mahj8dskbuvxhxkg9wqcv3e,15378,b3436h8h14zw7f1uv6w9vqf6y:1052426,VAL vs PAC (2019-08-01)
101,1,15378,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,4,3,1,3,1,9,4,4,1,1,1,0,1,0,0,0,0,1,0,1,5,7,56,27,413,180,150,2.35,1,0,0.98,3,1,3,10,13,21,3,2,60,15,0,0,612,42,8,20,7,48,73.7%,13,5,63,3,3,5,2,4,7,4,0,0,0,1,0,0,3,3,0,1,6,0,0,1,4,1,0,5,4,2,2,3,0,0,2,0,0,0,4,8,13,139,223,250,28,35.4%,79.9%,162,57,111,71,143,199,0,18.8,10,30.8%,13,2.05,17,0,3,1,7,10,59.6%,35,10,3,1.05,1.31,1.56,13,1,0.14,17,VAL vs FOR,2019-08-17,57rql8kxq24o9lgw5g5zs7cdm,15377,dd2vf0yzjm7jm7cak9tf11sa2:1052435,VAL vs FOR (2019-08-17)
101,1,15378,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,5,3,2,0,2,6,2,4,0,0,0,0,0,0,0,0,0,1,0,0,7,3,86,12,403,144,161,0.92,0,0,0.59,1,0,1,9,10,22,2,2,58,16,0,0,612,60,10,13,17,65,67.6%,21,9,56,2,2,8,2,3,4,3,1,0,0,1,0,0,0,0,0,0,6,0,0,4,1,1,0,4,4,2,0,2,0,3,2,0,0,3,2,4,15,160,185,267,22,39.0%,75.7%,177,57,71,87,105,211,1,22.1,11,34.5%,29,0.99,18,1,1,0,9,15,55.4%,43,17,5,0.73,0.18,0.92,10,1,0.07,13,HFX vs VAL,2019-09-21,5enhkotsmczkzt7pdnznb6zxm,15376,dd2vf0yzjm7jm7cak9tf11sa2:1052454,HFX vs VAL (2019-09-21)
101,1,15381,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,8,6,2,4,2,8,2,3,0,0,0,0,3,1,3,1,2,3,0,3,3,8,74,15,433,189,155,3.45,4,3,3.01,6,5,6,12,18,12,3,2,52,8,1,1,612,43,6,6,6,28,50.0%,9,5,63,2,1,13,3,4,6,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,6,178,183,251,33,41.6%,79.4%,158,61,125,82,151,200,0,21.5,12,74.1%,27,0.26,17,0,6,3,18,26,63.3%,14,12,2,2.75,0.71,3.45,15,2,0.16,22,CAV vs VAL,2019-10-03,5idvsd95cy7kruwzuxt7aghgq,15378,41ewt71n8fqwy6trsqta1bjvu:1052460,CAV vs VAL (2019-10-03)
104,1,15381,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,1,7,4,3,2,3,10,4,2,0,0,2,0,2,0,2,0,5,1,0,2,4,7,95,29,393,149,120,3.73,2,1,2.15,6,4,3,6,9,20,0,0,56,9,0,0,609,47,7,9,7,42,76.2%,19,7,72,7,1,7,3,4,5,2,0,2,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,2,2,6,4,178,199,232,23,50.1%,68.4%,132,60,77,79,131,183,0,23.4,5,55.3%,38,1.15,17,0,6,2,21,30,46.2%,32,7,3,2.49,1.23,3.73,8,4,0.17,22,CAV vs FOR,2019-10-10,548tpbwhe2nvkm81pqgvsrjai,15377,41ewt71n8fqwy6trsqta1bjvu:1052425,CAV vs FOR (2019-10-10)
105,1,6925,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,3,2,1,4,2,4,3,0,0,0,2,0,1,0,1,1,0,2,0,0,3,2,68,44,405,152,141,0.90,1,1,0.60,1,1,3,4,7,11,0,0,44,2,1,0,608,40,3,11,8,30,93.3%,8,2,66,6,1,4,4,4,4,2,0,0,0,0,1,0,1,1,0,0,2,0,1,0,0,0,0,2,1,1,1,0,0,2,0,0,0,0,1,10,15,151,210,247,13,43.5%,72.3%,135,48,110,64,162,179,0,18.6,1,66.7%,27,1.20,19,0,1,1,18,28,52.8%,19,9,2,0.50,0.40,0.90,6,2,0.07,13,EDM vs FOR,2019-07-27,53g0lnf436lqjdeojawdin2i2,15377,73xrv2025rnj0t3y9ayp83bec:1052424,EDM vs FOR (2019-07-27)
106,1,15377,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,8,5,3,0,1,1,0,0,1,1,0,0,2,0,0,1,1,1,1,0,4,3,44,29,409,190,146,2.35,2,1,1.25,5,3,3,5,8,30,2,1,60,17,0,0,606,51,5,15,16,51,87.0%,15,8,68,9,0,3,3,4,11,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,8,18,132,190,284,18,33.3%,82.2%,185,53,98,68,131,210,0,19.4,3,35.3%,17,0.16,20,0,5,2,4,8,68.4%,29,18,4,0.69,1.66,1.56,7,1,0.23,10,FOR vs EDM,2019-05-29,4qwuoebydeda6hc2t7c8ky8a2,6925,c2pdzdl3dgf5b0siidn2ay5ii:1052393,FOR vs EDM (2019-05-29)
106,1,15382,York United,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,3,3,0,2,0,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,2,3,59,43,376,186,88,1.17,1,1,1.06,1,1,0,6,6,12,0,0,51,5,2,1,606,61,7,13,15,63,66.7%,27,11,55,5,0,9,1,5,7,1,0,1,0,1,3,0,2,2,0,0,6,0,0,1,6,2,0,4,5,1,1,4,0,0,0,0,0,3,5,2,17,66,266,274,11,42.0%,72.9%,148,18,108,27,152,197,0,17.1,10,46.4%,28,2.76,13,0,1,0,6,8,49.4%,48,14,1,1.17,0.00,1.17,5,7,0.17,7,CAV vs YRK,2019-05-04,4kj2hnlgvv3ncwouftn614siy,15381,cqthcpums3aas2tdy0qhlkuwa:1052379,CAV vs YRK (2019-05-04)
108,1,15381,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,3,2,1,0,2,5,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,6,58,24,416,200,134,1.13,1,0,1.10,1,1,1,8,9,15,0,0,41,10,0,0,604,54,4,9,5,38,52.0%,19,7,48,3,2,8,4,1,5,0,1,0,0,0,0,0,0,0,0,0,5,1,0,3,2,0,0,4,4,1,1,1,0,1,2,0,0,0,1,2,13,145,232,227,15,37.7%,80.3%,149,63,122,77,160,179,0,19.2,12,40.0%,20,1.24,19,0,1,0,12,20,62.4%,29,8,1,0.33,0.80,1.13,9,5,0.11,10,CAV vs YRK,2019-07-21,52so1blu4db5n9tx8m6lq2noq,15382,41ewt71n8fqwy6trsqta1bjvu:1052421,CAV vs YRK (2019-07-21)
109,1,15380,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,5,2,3,0,1,7,1,5,0,0,1,0,1,1,1,1,3,1,0,1,1,7,75,31,411,130,175,1.89,2,2,1.72,3,3,1,8,9,10,0,0,51,3,0,0,602,70,6,18,9,49,80.0%,16,7,59,6,5,10,2,4,3,1,0,2,0,0,0,1,2,2,0,0,2,0,0,1,1,0,0,2,1,1,0,1,0,0,1,0,0,2,4,0,16,158,201,243,12,40.9%,74.2%,147,68,90,85,136,190,0,19.9,6,40.5%,37,2.73,15,0,3,0,20,25,57.1%,28,17,4,1.65,0.24,1.89,7,3,0.15,13,PAC vs YRK,2019-05-18,4o4p0koos9zpm6n7zu3b8p0fe,15382,b3436h8h14zw7f1uv6w9vqf6y:1052387,PAC vs YRK (2019-05-18)
109,1,15380,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,5,3,2,2,2,5,2,1,0,0,0,0,1,0,1,1,0,2,0,0,2,5,55,30,384,157,142,1.19,1,1,1.15,1,1,4,9,13,24,1,0,62,11,2,1,602,58,13,22,11,56,74.5%,10,6,59,1,4,7,3,2,2,4,0,0,1,0,0,0,1,0,1,0,4,0,0,2,2,0,0,4,2,2,1,1,0,0,2,0,0,0,3,0,12,153,222,227,23,41.7%,77.9%,143,48,108,63,154,167,0,20.3,12,47.4%,19,1.25,21,0,1,0,14,25,63.1%,31,19,6,0.51,0.68,1.19,12,2,0.09,14,PAC vs FOR,2019-09-05,5csq6qhbz3695no5qnz9f91ey,15377,b3436h8h14zw7f1uv6w9vqf6y:1052447,PAC vs FOR (2019-09-05)
111,1,15377,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,4,4,0,0,2,3,1,1,0,0,0,0,3,0,3,0,0,0,2,1,4,3,85,19,404,168,132,1.88,3,3,1.84,5,5,1,7,8,23,3,0,46,9,0,0,599,63,7,8,7,32,57.7%,9,4,54,6,3,4,2,1,8,0,1,0,0,0,1,1,0,0,0,0,3,0,1,1,3,0,0,3,1,2,0,1,0,0,0,0,0,5,1,6,11,160,163,276,21,38.6%,74.3%,159,50,91,75,115,214,0,18.6,11,35.5%,31,1.15,16,0,5,3,8,8,56.4%,17,10,5,1.84,0.04,1.88,5,1,0.21,9,FOR vs PAC,2019-09-28,5h1oq9agzghyfb9760q0xsd4a,15380,c2pdzdl3dgf5b0siidn2ay5ii:1052458,FOR vs PAC (2019-09-28)
111,1,15378,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,2,2,0,2,1,7,3,3,0,0,0,0,0,0,0,0,1,1,0,0,3,4,72,16,379,160,131,0.70,0,0,0.39,0,0,3,4,7,26,1,0,64,17,0,0,599,68,7,16,8,59,65.7%,27,10,43,2,0,8,3,2,6,2,0,0,0,0,0,0,1,1,0,0,4,0,0,1,3,0,0,4,3,1,2,1,0,1,0,0,1,4,2,2,11,142,210,247,17,39.8%,76.8%,147,43,101,55,138,186,0,21.0,12,32.5%,40,2.17,15,0,0,0,16,23,53.0%,41,17,1,0.51,0.19,0.70,7,2,0.06,12,HFX vs VAL,2019-08-05,55d85hhlkc9owz467arxm66wa,15376,dd2vf0yzjm7jm7cak9tf11sa2:1052429,HFX vs VAL (2019-08-05)
113,1,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,2,2,0,3,3,0,1,2,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4,79,36,347,116,116,0.96,0,0,0.75,1,1,1,6,7,23,1,1,70,13,1,1,598,50,11,18,9,60,76.3%,17,6,75,3,5,5,2,7,5,4,1,0,0,0,1,1,0,0,0,0,5,0,0,2,3,0,0,5,4,1,1,2,1,1,0,0,0,2,0,4,12,150,209,239,19,45.2%,66.9%,122,40,70,63,116,168,0,20.6,9,64.0%,25,0.65,20,0,1,0,7,11,47.1%,46,10,4,0.90,0.07,0.96,7,1,0.09,11,YRK vs HFX,2019-06-22,4v7kvm443j8j9oc0k0kr5fa7e,15382,5gmx3o5y2oc0i6rowjwtu7jvu:1052401,YRK vs HFX (2019-06-22)
114,1,15381,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,2,2,1,6,4,2,0,2,6,6,0,1,1,0,0,1,0,0,0,0,0,0,1,5,7,89,28,394,155,122,1.74,1,0,0.79,3,2,1,7,9,11,0,0,63,4,0,0,597,49,5,16,6,44,67.7%,17,5,65,3,2,4,4,3,13,2,1,0,0,0,0,0,0,0,0,1,4,1,0,2,2,0,0,3,2,2,0,2,0,1,1,0,0,2,1,4,7,165,200,232,15,42.9%,70.3%,124,46,107,68,150,176,0,22.4,10,51.2%,41,0.80,23,0,3,1,17,20,54.4%,26,15,3,0.34,1.40,0.96,9,1,0.12,14,EDM vs CAV,2019-09-12,5d39lhqhi4m6uwfvxw1ghdfu2,6925,41ewt71n8fqwy6trsqta1bjvu:1052448,EDM vs CAV (2019-09-12)
115,1,15378,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,5,2,3,2,1,5,3,1,0,0,0,0,1,0,0,1,1,1,0,0,2,6,63,13,428,187,165,0.60,1,1,0.42,0,0,2,7,9,17,0,0,51,8,0,0,594,58,8,13,7,41,65.6%,12,5,40,5,1,6,5,6,4,1,0,0,0,0,0,0,3,2,1,0,4,0,1,0,1,1,0,3,4,0,1,2,0,1,2,0,0,0,3,4,11,139,194,261,16,36.4%,82.2%,188,57,107,71,134,223,0,18.1,11,25.9%,27,1.81,21,0,0,0,7,11,63.5%,29,8,4,0.42,0.18,0.60,8,1,0.05,13,VAL vs YRK,2019-07-01,4ygmge1gwxxwqy6493t10br6y,15382,dd2vf0yzjm7jm7cak9tf11sa2:1052409,VAL vs YRK (2019-07-01)
115,1,15381,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,8,6,2,3,2,6,3,3,1,1,0,0,2,1,2,0,0,1,1,2,6,7,81,27,397,142,147,3.23,3,2,1.80,5,3,3,8,11,20,2,1,60,14,0,0,594,50,7,6,11,35,61.9%,10,5,51,4,1,4,2,5,11,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,5,165,161,268,34,43.6%,72.8%,174,49,66,74,109,214,2,20.5,8,39.0%,41,0.36,22,2,5,2,12,19,53.8%,20,14,1,1.90,1.33,2.44,9,1,0.17,19,CAV vs EDM,2019-10-19,5nw6ub2q95ptd6n71ec66yp9m,6925,41ewt71n8fqwy6trsqta1bjvu:1052470,CAV vs EDM (2019-10-19)
117,1,15377,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,7,5,2,3,2,1,0,1,0,0,0,0,2,0,1,0,1,0,2,0,3,4,90,23,380,109,158,1.30,2,2,1.26,2,2,2,10,12,28,1,0,53,16,0,0,593,64,6,10,19,61,59.3%,23,15,62,2,2,7,1,6,4,1,1,1,0,0,1,0,0,0,0,0,6,0,0,3,3,0,0,6,2,4,0,3,0,2,1,0,0,1,0,8,9,133,196,264,26,40.3%,70.3%,156,49,62,69,108,203,0,21.5,11,28.6%,35,0.99,18,0,2,0,6,10,49.0%,45,15,1,0.96,0.34,1.30,10,5,0.10,13,YRK vs FOR,2019-05-25,4p3yxc6c1bq7vi5foh0praaga,15382,c2pdzdl3dgf5b0siidn2ay5ii:1052389,YRK vs FOR (2019-05-25)
118,1,6925,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,3,1,2,0,0,4,1,2,0,0,0,0,0,0,0,0,1,1,0,0,1,4,69,36,402,189,108,0.85,0,0,0.82,1,1,2,4,6,16,1,0,60,9,1,1,592,58,11,16,15,57,65.9%,14,3,58,2,0,11,1,1,3,2,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,4,3,1,0,2,0,4,0,0,0,0,0,0,7,106,241,245,15,38.3%,73.9%,137,40,120,48,169,185,0,21.3,14,52.6%,38,0.77,18,0,1,0,14,17,51.3%,36,15,6,0.62,0.23,0.85,6,4,0.12,7,YRK vs EDM,2019-06-19,4u47motvg0trb2dkt4bpnbsyy,15382,73xrv2025rnj0t3y9ayp83bec:1052400,YRK vs EDM (2019-06-19)
119,1,6925,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,5,4,1,2,1,5,1,3,1,1,2,0,2,0,1,1,2,2,0,1,3,3,77,19,420,180,144,2.50,2,1,1.41,3,2,1,6,7,15,0,0,53,5,0,0,589,57,3,13,7,38,66.7%,13,8,53,4,4,6,3,2,8,1,1,0,0,0,0,1,0,0,0,1,2,0,0,2,0,0,0,2,1,1,0,0,0,0,2,0,0,1,0,8,10,151,165,273,20,29.8%,77.1%,171,60,93,78,124,218,0,21.9,8,46.3%,41,0.25,11,0,3,1,11,14,53.6%,23,13,2,1.49,1.00,1.71,6,1,0.19,13,EDM vs HFX,2019-08-01,54z41r8o8eup2jsrcdonvopka,15376,73xrv2025rnj0t3y9ayp83bec:1052427,EDM vs HFX (2019-08-01)
119,1,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,2,0,2,5,2,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,2,4,44,25,402,196,137,1.23,0,0,0.49,0,0,3,5,8,15,2,0,61,11,0,0,589,44,5,19,5,49,85.7%,19,6,52,6,1,8,3,5,8,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,4,15,116,202,271,11,32.8%,82.8%,184,40,109,52,133,217,0,19.3,4,50.0%,20,0.61,21,0,0,0,10,21,64.4%,38,10,1,0.58,0.65,1.23,8,1,0.09,13,PAC vs HFX,2019-04-28,4itgc6bq5l5c7iv5k27xex9wq,15380,5gmx3o5y2oc0i6rowjwtu7jvu:1052376,PAC vs HFX (2019-04-28)
