Rank,GM,playerId,optaPersonId,Min,Age,Position,firstName,lastName,player,team,teamId,optaTeamId,leagueId,league,SubOff,SubOn,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,Off,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Sc1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,TcklMade%,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,%PassFwd,Pass%,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttD3,PsAttM3,Pull Back Passes Completed,PsDist,ChlngeLost,Aerial%,Aerials,ExpGAg,Average Shot Distance Open Play,PullBk,BgChnc,BgChncGoal,CrossOpen,Crosses,FwdPassCmp%,DefTouchD3,DefTouchM3,DefTouchA3,Open Play xG,Set Piece XG,NonPenxG,Key Passes,Defensive Blocks,xG Per Shot,Shots Total,Cross_Success_Percentage,Cross_Success_Percentage_Open_Play
143,1,a1597r3xcvhmgmcflykyib4lw,511188,90,18,Right Centre Back,Luke,Green,L. Green,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,48,27,9,0.00,0,0,0.00,0,0,0,0,0,0,0,0,3,0,0,0,59,4,0,1,1,5,50.0%,3,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,39,20,0,52.1%,75.0%,11,0,25,0,30,18,0,21.4,1,33.3%,3,0.00,0,0,0,0,0,0,56.0%,5,0,0,0.00,0.00,0.00,0,0,-,0,-,-
144,5,70nre4jhk68koi0istju9v9ey,501440,124,26,Centre Forward,Ibrahima,Sanoh,I. Sanoh,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,3,0,1,1,0,0,1,2,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,2,12,1,29,5,11,1.30,1,0,0.04,2,0,0,1,1,3,0,0,9,0,0,0,58,15,0,0,0,0,0.0%,0,0,7,0,1,0,0,0,2,1,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,4,32,1,25,5,24.1%,55.2%,10,6,0,13,1,15,0,11.1,1,50.0%,14,0.00,18,0,2,1,1,1,14.3%,0,0,0,0.51,0.79,0.51,1,0,0.32,4,0.0%,0.0%
145,1,9u43821bgzomf56br5toaywdm,485988,90,20,Goalkeeper,Baj,Maan,B. Maan,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,26,18,1,0.00,0,0,0.00,0,0,0,0,0,0,0,0,2,0,0,0,45,0,0,0,0,1,-,1,0,1,0,0,0,0,2,0,0,0,2,0,0,0,1,2,2,0,0,6,1,0,3,3,0,0,5,3,3,0,3,0,2,0,0,0,0,4,0,0,0,45,0,0,46.2%,73.1%,0,0,19,0,26,0,0,30.8,0,100.0%,2,1.56,0,0,0,0,0,0,41.7%,1,0,0,0.00,0.00,0.00,0,0,-,0,-,-
146,1,92cutl9629yad2jm1srr6rzzd,421830,90,20,Left Centre Back,Yohan,Le Bourhis,Y. Le Bourhis,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,4,5,36,20,7,0.47,1,0,0.00,1,0,0,0,0,0,0,0,4,0,0,0,44,3,0,0,0,1,-,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,32,6,4,58.3%,75.0%,5,0,22,2,28,6,0,19.8,0,66.7%,6,0.00,0,0,1,1,0,0,61.9%,1,0,0,0.00,0.47,0.47,0,1,0.23,2,-,-
147,4,3noqd54py6sbd1ph9xbj7tkyy,501431,80,20,Left Attacking Midfielder,Solomon Kojo,Antwi,S. Antwi,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,23,6,11,0.02,0,0,0.00,0,0,0,0,0,2,0,0,5,0,0,0,43,13,1,3,1,5,44.4%,0,0,5,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,17,9,17,5,13.0%,73.9%,8,7,2,9,3,11,0,10.6,5,0.0%,1,0.00,33,0,0,0,0,0,33.3%,4,1,0,0.02,0.00,0.02,0,0,0.02,1,-,-
148,3,6ptroe7b9vgzimcvzo2fehcr9,167890,130,25,Right Attacking Midfielder,Michael,Petrasso,M. Petrasso,York United,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,1,0,1,1,0,0,0,4,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,3,2,1,19,6,10,0.58,0,0,0.00,1,0,0,0,0,1,0,0,4,0,0,0,42,6,0,0,0,2,-,2,1,3,0,0,1,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,5,16,4,21.1%,84.2%,9,6,1,7,1,11,0,16.7,0,25.0%,4,0.00,14,0,1,0,4,4,50.0%,2,0,0,0.28,0.29,0.58,0,0,0.12,5,0.0%,0.0%
149,6,ekpuqpny9mue83orafcamp2i,490180,67,17,Centre Attacking Midfielder,Aribim,Pepple,A. Pepple,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,6,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,13,3,7,0.36,0,0,0.07,1,0,0,1,1,4,1,0,4,1,0,0,41,12,1,1,1,3,66.7%,0,0,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,25,5,11,6,46.2%,76.9%,3,6,1,7,1,5,0,12.2,1,33.3%,3,0.00,15,0,1,0,1,1,66.7%,2,0,1,0.36,0.00,0.36,1,0,0.12,3,0.0%,0.0%
150,1,ay1hg91asmcve43pfqesll562,481620,90,24,Goalkeeper,Dylon,Powley,D. Powley,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,31,21,3,0.00,0,0,0.00,0,0,0,0,0,1,0,0,1,1,0,0,38,0,0,0,0,0,-,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,1,3,0,0,3,1,2,0,2,0,0,0,0,0,0,1,0,0,0,38,0,0,38.7%,77.4%,0,0,24,0,31,0,0,30.8,0,-,0,1.12,0,0,0,0,0,0,58.3%,0,0,0,0.00,0.00,0.00,0,0,-,0,-,-
150,4,a6i4npit5smx1zcpgucou9y0a,510378,128,17,Second Striker,Lowell,Wright,L. Wright,York United,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,0,1,1,0,0,0,2,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,2,8,0,19,0,11,0.80,1,0,0.00,2,0,0,0,0,3,0,0,4,0,0,0,38,10,1,2,0,5,100.0%,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,21,2,15,7,15.8%,57.9%,4,7,0,11,0,8,0,12.0,0,25.0%,4,0.00,10,0,2,1,0,0,0.0%,2,3,0,0.48,0.32,0.80,0,0,0.27,3,-,-
152,2,7pb4kdsbaj2dfwo99st2v7g7p,44082,70,32,Left Attacking Midfielder,Arnold,Bouka Moutou,A. Bouka,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,17,3,6,0.00,0,0,0.00,0,0,0,0,0,2,0,0,5,0,0,0,34,6,1,1,1,3,100.0%,0,0,4,0,1,0,0,1,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,6,19,9,0,82.4%,52.9%,4,1,4,1,10,6,0,19.5,0,33.3%,3,0.00,0,0,0,0,2,2,42.9%,3,0,0,0.00,0.00,0.00,0,0,-,0,0.0%,0.0%
153,4,2scpcmidt9xp5k5jljwfh9bs9,245598,71,24,Left Winger,Jair Ayrton,Córdova Carpio,J. Córdova,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,4,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,8,1,24,3,12,0.66,1,0,0.04,1,0,0,1,1,0,0,0,4,0,0,0,32,9,0,0,0,2,0.0%,1,1,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,13,2,17,5,41.7%,62.5%,9,5,1,9,1,14,0,14.6,1,30.0%,10,0.00,5,0,1,1,0,0,40.0%,1,1,0,0.62,0.04,0.66,1,0,0.33,2,-,-
153,2,dvm23d66qze0kmrzxft68a0ru,483640,62,26,Central Midfielder,Matthew,Arnone,M. Arnone,York United,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,24,13,6,0.00,0,0,0.00,0,0,0,0,0,0,0,0,2,0,0,0,32,1,0,1,2,4,100.0%,1,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,24,0,37.5%,79.2%,16,0,3,0,4,20,0,13.9,0,-,0,0.00,0,0,0,0,0,0,55.6%,3,1,0,0.00,0.00,0.00,0,0,-,0,-,-
155,1,207co3fpu5mhbs1r0e6p8vze1,231991,90,26,Goalkeeper,Nikolaos,Giantsopoulos,N. Giantsopoulos,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,21,11,1,0.00,0,0,0.00,0,0,0,0,0,0,0,0,1,0,0,0,30,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,2,0,0,0,2,0,0,2,2,0,0,2,0,0,0,0,0,0,2,0,0,0,30,0,0,52.4%,57.1%,0,0,12,0,21,0,0,31.2,0,100.0%,1,1.24,0,0,0,0,0,0,27.3%,0,0,0,0.00,0.00,0.00,0,0,-,0,-,-
156,1,b4fvyjouvib12km5n7fa11n85,243852,66,29,Left Centre Back,Chakib,Hocine,C. Hocine,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,23,15,3,0.06,0,0,0.00,0,0,0,0,0,0,0,0,4,0,0,0,29,5,0,1,0,3,100.0%,2,1,2,2,0,1,0,1,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,18,9,1,39.1%,78.3%,6,0,12,1,14,8,0,17.6,0,40.0%,5,0.00,0,0,0,0,0,0,66.7%,3,0,0,0.00,0.06,0.06,0,0,0.06,1,-,-
156,3,bh7fb8v7o5wynmapdhlth594a,486673,97,17,Central Midfielder,Antoine,Coupland,A. Coupland,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,1,8,0.00,0,0,0.00,0,0,0,0,0,3,0,0,9,2,0,0,29,7,1,3,0,5,80.0%,0,0,1,3,0,1,1,1,0,0,0,0,0,0,0,0,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,3,14,7,8,0,16.7%,75.0%,2,6,1,8,1,3,0,8.4,1,100.0%,1,0.00,0,0,0,0,0,0,50.0%,4,1,0,0.00,0.00,0.00,0,0,-,0,-,-
158,2,6dkbzo16tym6q7a562x9krsh5,221327,87,24,Centre Forward,Gabriel,Monteiro Vasconcelos,Gabriel Vasconcelos,York United,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,19,4,11,0.05,0,0,0.00,0,0,0,0,0,1,0,0,1,0,0,0,28,3,1,0,0,1,100.0%,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,15,3,10,2,36.8%,78.9%,8,6,1,9,1,9,0,13.4,0,-,0,0.00,16,0,0,0,0,0,57.1%,0,1,0,0.05,0.00,0.05,0,0,0.05,1,-,-
158,2,2bvfol1n1otgzral4w8j0ci22,434685,54,20,Centre Forward,David,Doe,D. Doe,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,14,5,1,0.00,0,0,0.00,0,0,0,0,0,2,0,0,5,1,0,0,28,7,1,1,1,3,66.7%,0,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,6,3,19,0,35.7%,42.9%,5,1,0,2,0,12,0,16.3,1,33.3%,3,0.00,0,0,0,0,1,1,0.0%,1,2,0,0.00,0.00,0.00,0,0,-,0,0.0%,0.0%
160,1,4sra86gx8tgu6sbmue1v5ti7e,509317,90,18,Goalkeeper,Ezequiel,Carrasco,E. Carrasco,York United,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,22,18,1,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,-,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,25,0,0,36.4%,86.4%,0,0,19,0,22,0,0,24.2,0,-,0,1.10,0,0,0,0,0,0,62.5%,0,0,0,0.00,0.00,0.00,0,0,-,0,-,-
161,3,3e7gd7j0811kh4ibwd2wfr84p,484575,51,29,Centre Forward,Maksym,Kowal,M. Kowal,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,12,2,5,0.00,0,0,0.00,0,0,0,0,0,0,0,0,3,0,0,0,23,10,0,0,2,2,0.0%,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,11,2,10,0,16.7%,58.3%,5,2,0,4,1,7,0,12.5,2,22.2%,9,0.00,0,0,0,0,0,0,0.0%,0,1,1,0.00,0.00,0.00,0,0,-,0,-,-
162,1,6qm5qftpaq8l38b3irrum4bqi,425633,26,21,Left Back,Raphaël,Garcia,R. Garcia,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,3,3,0.25,0,0,0.00,1,0,0,0,0,0,0,0,2,0,0,0,14,2,2,0,1,4,66.7%,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,6,5,1,33.3%,100.0%,3,2,1,2,1,3,0,14.9,1,0.0%,1,0.00,7,0,1,0,0,0,100.0%,2,2,0,0.25,0.00,0.25,0,0,0.25,1,-,-
163,3,6z58yyouaevipxrmrmorcz0no,509124,18,19,Central Midfielder,Isaiah,Johnston,I. Johnston,York United,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,8,0.00,0,0,0.00,0,0,0,0,0,0,0,0,2,0,0,0,13,1,0,2,0,2,100.0%,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,5,0,44.4%,88.9%,3,5,0,5,0,4,0,18.5,0,-,0,0.00,0,0,0,0,0,0,75.0%,1,1,0,0.00,0.00,0.00,0,0,-,0,-,-
164,1,1hdfhtafk7cehetym09wbhpm,484659,28,23,Second Striker,Jace,Kotsopoulos,J. Kotsopoulos,York United,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,2,2,0.00,0,0,0.00,0,0,0,0,0,0,0,0,3,0,0,0,11,1,0,2,0,2,100.0%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,3,2,0.0%,57.1%,2,2,0,4,0,3,0,12.3,0,100.0%,1,0.00,0,0,0,0,0,0,-,1,0,1,0.00,0.00,0.00,0,0,-,0,-,-
165,1,3mdoaxl9nv5pgiya30nqm3qi,491825,7,25,Right Midfielder,Oluwatofarati,Fakunle,O.Fakunle,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,1,0.07,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0.0%,66.7%,1,1,0,1,1,1,0,8.4,0,-,0,0.00,0,0,0,0,0,0,-,0,0,0,0.00,0.07,0.07,0,0,0.07,1,-,-
165,1,dddc2rref3vx6g3m9l73rp9be,425629,6,22,Central Midfielder,Michel,Djaozandry,M. Djaozandry,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,1,0,1,50.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0.0%,100.0%,2,0,0,0,0,2,0,13.4,1,-,0,0.00,0,0,0,0,0,0,-,1,0,0,0.00,0.00,0.00,0,0,-,0,-,-
167,2,6twhs1y8bihm7vc9dib8hgezt,224762,3,21,Central Midfielder,Klaidi,Cela,K. Cela,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0.0%,0.0%,0,0,0,1,0,0,0,5.4,0,-,0,0.00,0,0,0,0,0,0,-,0,0,0,0.00,0.00,0.00,0,0,-,0,-,-
168,0,cqn9qstqvg761dhxrbjtmrg7p,35117,0,36,Sub - Goalkeeper,Jan-Michael,Williams,J. Williams,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0.0,0,-,0,0.00,0,0,0,0,0,0,-,0,0,0,0.00,0.00,0.00,0,0,-,0,-,-
168,0,aisfml98z3uznfzhbopr5kmp5,250775,0,29,Sub - Goalkeeper,Mark,Village,M. Village,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0.0,0,-,0,0.00,0,0,0,0,0,0,-,0,0,0,0.00,0.00,0.00,0,0,-,0,-,-
168,0,f1qvh9qszr743tj8zb3kcvaei,437691,0,18,Sub - Attacker,Matteo,de Brienne,M. de Brienne,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0.0,0,-,0,0.00,0,0,0,0,0,0,-,0,0,0,0.00,0.00,0.00,0,0,-,0,-,-
168,0,c760g3hvhvi7nra7gpdrynn1m,463241,0,18,Sub - Midfielder,Julian,Altobelli,J. Altobelli,York United,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0.0,0,-,0,0.00,0,0,0,0,0,0,-,0,0,0,0.00,0.00,0.00,0,0,-,0,-,-
168,0,re7nvdow49fwtuubuavwbvxm,481742,0,29,Sub - Goalkeeper,Matthew,Silva,M. Silva,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0.0,0,-,0,0.00,0,0,0,0,0,0,-,0,0,0,0.00,0.00,0.00,0,0,-,0,-,-
168,0,aqlfj6fs43bg5zk0g7kb7y61g,511174,0,27,Sub - Goalkeeper,Horace Patient,Sobze Zemo,H. Sobze Zemo,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0.0,0,-,0,0.00,0,0,0,0,0,0,-,0,0,0,0.00,0.00,0.00,0,0,-,0,-,-
