season,competition_id,competition,player_id,name,team_id,team,age,nationality,height,weight,preferred_foot,position,detailed_position,goals,assists,position_am_perc,position_cb_perc,position_cf_perc,position_cm_perc,position_dm_perc,position_gk_perc,position_lb_perc,position_lw_perc,position_rb_perc,position_rw_perc,play_time,ball_in_play_time,shots,shots_open_play,shots_open_play_box,shots_op_left_foot,shots_op_right_foot,shots_op_head,crosses,crosses_open_play,crosses_op_successful,crosses_op_left,crosses_op_right,passes,passes_open_play,passes_op_successful,passes_op_head,passes_op_head_successful,passes_op_final_third,passes_op_final_third_successful,passes_op_box,passes_op_box_successful,launches,launches_successful,carries,carries_box,carry_distance,dribbles,dribbles_successful,dribbles_box,recoveries,tackles,interceptions,blocks,clearances,saves,aerial_duels_att,aerial_duels_att_won,ground_duels_att,ground_duels_att_won,aerial_duels_def,aerial_duels_def_won,ground_duels_def,ground_duels_def_won,name_lower,firstname_lower,lastname_lower,firstinitial_lower
2019/2020,32,League Two,172860,Zeus de la Paz,105,Oldham Athletic,25.0,Curaçao,188.0,83.0,,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2210.0830809999998,1175.716682,0,0,0,0,0,0,0,0,0,0,0,326,259,214,1,1,0,0,1,0,358,210,417,0,1959.867006,0,0,0,47,0,22,1,22,49,2,0,1,1,8,0,0,0,zeus de la paz,zeus,paz,z
2019/2020,15,League One,194111,Jordi van Stappershoef,96,Bristol Rovers,24.0,Netherlands,180.0,78.0,right,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,288.64993,160.066676,0,0,0,0,0,0,0,0,0,0,0,21,19,9,0,0,0,0,0,0,68,43,40,0,269.5356994,0,0,0,3,0,5,0,3,7,0,0,0,0,0,0,0,0,jordi van stappershoef,jordi,stappershoef,j
2018/2019,70,Championship,16230,Lewis Price,72,Rotherham United,36.0,Wales,191.0,85.0,right,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,95.09993,53.1333,0,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,21,11,17,0,93.07184079999999,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,lewis price,lewis,price,l
2019/2020,32,League Two,213280,Jake Eastwood,93,Scunthorpe United,23.0,England,190.0,70.0,,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1009.750071,541.9833476,0,0,0,0,0,0,0,0,0,0,0,139,124,84,0,0,0,0,0,0,197,87,205,0,1321.914069,0,0,0,14,0,9,0,9,34,1,1,0,0,2,0,0,0,jake eastwood,jake,eastwood,j
2019/2020,15,League One,250370,Nathan Bishop,81,Southend United,20.0,England,185.0,72.0,,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,399.049889,189.4665997,0,0,0,0,0,0,0,0,0,0,0,27,23,17,0,0,0,0,0,0,91,56,58,0,301.9827062,0,0,0,1,0,5,0,2,8,0,0,0,0,4,0,0,0,nathan bishop,nathan,bishop,n
2019/2020,32,League Two,59968,Mark Halstead,286,Morecambe,30.0,England,191.0,89.0,right,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1164.849827,626.549992,0,0,0,0,0,0,0,0,0,0,0,96,87,44,0,0,0,0,1,0,228,114,169,0,1405.470603,0,0,0,13,0,15,0,17,33,0,0,3,3,7,1,1,0,mark halstead,mark,halstead,m
2018/2019,70,Championship,89184,Matt Ingram,52,Queens Park Rangers,26.0,England,191.0,82.0,right,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,387.28315299999997,209.30000569999999,0,0,0,0,0,0,0,0,0,0,0,69,61,54,0,0,0,0,1,0,68,35,92,0,412.1055907,0,0,0,4,0,1,0,2,9,0,0,0,0,0,0,1,1,matt ingram,matt,ingram,m
2019/2020,70,Championship,89184,Matt Ingram,88,Hull City,26.0,England,191.0,82.0,right,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,99.66659,46.033322999999996,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,0,0,0,27,18,13,0,102.63012040000001,0,0,0,0,0,0,0,1,3,0,0,0,0,2,1,0,0,matt ingram,matt,ingram,m
2019/2020,32,League Two,151418,Nick Townsend,437,Newport County,25.0,England,181.0,91.0,right,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,501.59989,234.43334,0,0,0,0,0,0,0,0,0,0,0,51,48,31,0,0,0,0,4,0,115,64,97,0,677.9479269999999,0,0,0,5,0,4,0,3,14,0,0,0,0,2,0,1,1,nick townsend,nick,townsend,n
2019/2020,15,League One,459961,Jack Sims,92,Blackpool,21.0,England,188.0,73.0,,Goalkeeper,Goalkeeper,0,0,,,,,,,,,,,70.68337070000001,36.066660299999995,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,18,10,7,0,98.66443023,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,jack sims,jack,sims,j
2019/2020,32,League Two,208911,Sam Sargeant,85,Leyton Orient,22.0,England,183.0,67.0,,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1168.266734,595.9833062999999,0,0,0,0,0,0,0,0,0,0,0,116,103,62,1,1,0,0,1,0,294,165,258,0,1552.7132869999998,0,0,0,25,0,2,1,6,37,0,0,1,1,2,1,0,0,sam sargeant,sam,sargeant,s
2019/2020,32,League Two,173832,Callum Burton,101,Cambridge United,24.0,England,188.0,76.0,right,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,871.333317,463.46655130000005,0,0,0,0,0,0,0,0,0,0,0,100,92,49,0,0,0,0,2,0,201,107,167,0,1651.619698,1,1,0,10,0,7,0,7,28,1,1,0,0,1,0,0,0,callum burton,callum,burton,c
2019/2020,32,League Two,159570,Ethan Ross,99,Colchester United,23.0,England,196.0,94.0,,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,99.11664,54.300036999999996,0,0,0,0,0,0,0,0,0,0,0,25,17,17,0,0,0,0,0,0,9,2,23,0,82.85794706,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,ethan ross,ethan,ross,e
2019/2020,15,League One,110578,Jay Lynch,82,Rochdale,27.0,England,188.0,85.0,,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,394.48360099999996,227.3166376,0,0,0,0,0,0,0,0,0,0,0,96,71,64,0,0,0,0,0,0,73,38,118,0,605.6291609,0,0,0,6,0,4,0,6,14,0,0,1,1,4,0,0,0,jay lynch,jay,lynch,j
2019/2020,32,League Two,153412,Reice Charles-Cook,84,Macclesfield Town,26.0,England,185.0,80.0,left,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,197.849956,95.9500467,0,0,0,0,0,0,0,0,0,0,0,19,12,9,0,0,0,0,1,0,54,35,43,0,234.91200299999997,0,0,0,5,0,1,0,4,5,0,0,0,0,0,0,0,0,reice charles-cook,reice,charles-cook,r
2019/2020,32,League Two,214551,Rhys Lovett,87,Cheltenham Town,23.0,England,183.0,74.0,,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,40.5,20.966673,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,1,0,8,3,5,0,41.62802037,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,rhys lovett,rhys,lovett,r
2019/2020,32,League Two,149333,Dave Richards,51,Crewe Alexandra,26.0,Wales,181.0,75.0,,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,191.1166623,116.71670630000001,0,0,0,0,0,0,0,0,0,0,0,37,28,25,0,0,0,0,0,0,34,16,52,0,202.05152719999998,0,0,0,2,0,1,0,3,5,0,0,0,0,0,0,0,0,dave richards,dave,richards,d
2019/2020,32,League Two,112507,Jack Rose,42,Walsall,25.0,England,190.0,87.0,right,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,385.133487,216.16669700000003,0,0,0,0,0,0,0,0,0,0,0,47,37,31,0,0,0,0,0,0,81,39,73,0,516.3965114,0,0,0,8,0,3,0,4,10,0,0,0,0,2,0,0,0,jack rose,jack,rose,j
2019/2020,15,League One,175292,Luke Pilling,44,Tranmere Rovers,23.0,Wales,180.0,69.0,,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,68.81667,34.149963,0,0,0,0,0,0,0,0,0,0,0,12,10,9,0,0,0,0,0,0,14,6,13,0,83.54794667,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,luke pilling,luke,pilling,l
2019/2020,32,League Two,432797,Aiden Stone,77,Mansfield Town,21.0,England,186.0,,,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,294.69986,141.2000633,0,0,0,0,0,0,0,0,0,0,0,24,20,9,0,0,0,0,1,0,70,35,42,0,332.3248,0,0,0,3,0,1,0,4,6,0,0,0,0,1,0,0,0,aiden stone,aiden,stone,a
2019/2020,32,League Two,11667,Sam Russell,53,Grimsby Town,37.0,England,183.0,69.0,,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,97.433367,50.0667,0,0,0,0,0,0,0,0,0,0,0,25,20,19,1,1,0,0,0,0,13,8,32,0,173.0325004,1,1,0,1,0,1,0,0,5,0,0,0,0,0,0,0,0,sam russell,sam,russell,s
2019/2020,32,League Two,175541,Sacha Bastien,288,Stevenage,26.0,France,193.0,85.0,right,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,102.6166667,51.6499937,0,0,0,0,0,0,0,0,0,0,0,14,9,6,0,0,0,0,0,0,13,8,14,0,70.01297633,0,0,0,2,0,0,0,1,3,0,0,0,0,1,0,0,0,sacha bastien,sacha,bastien,s
2019/2020,15,League One,242900,Harry Seaden,81,Southend United,19.0,England,,,,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,95.38327,48.8833037,0,0,0,0,0,0,0,0,0,0,0,8,8,7,0,0,0,0,0,0,26,14,11,0,96.95595103,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,harry seaden,harry,seaden,h
2018/2019,70,Championship,56827,Costel Pantilimon,17,Nottingham Forest,33.0,Romania,203.0,90.0,right,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4281.083174,2376.566651,0,0,0,0,0,0,0,0,0,0,0,668,545,436,0,0,0,0,17,0,864,432,970,0,5752.998774000001,0,0,0,38,0,38,0,36,142,2,2,6,6,16,0,0,0,costel pantilimon,costel,pantilimon,c
2018/2019,70,Championship,10954,Mark Bunn,7,Aston Villa,35.0,England,183.0,77.0,right,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,97.33335,54.833372999999995,0,0,0,0,0,0,0,0,0,0,0,7,7,4,0,0,0,0,0,0,22,14,15,0,83.24379785,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,mark bunn,mark,bunn,m
2018/2019,70,Championship,193112,William Huffer,2,Leeds United,21.0,England,,,,Goalkeeper,Goalkeeper,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,95.11668,55.083324,0,0,0,0,0,0,0,0,0,0,0,25,21,21,0,0,0,0,0,0,13,9,32,0,145.3945565,0,0,0,3,0,2,0,3,1,0,0,0,0,1,0,0,0,william huffer,william,huffer,w
